#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              MPC                 KEcorr              BlockWeight         BlockCPU            AcceptRatio         
        14   -1.0553105554e+01    1.1175924996e+02   -2.2017605237e+01    1.1464499683e+01   -7.3271577061e+00    7.3385676000e-01   -2.6486368510e+00   -1.2775667440e+01   -2.4084590650e+00    9.5428230307e-02    1.0591000000e+04    8.8255507667e-01    9.9515007990e-01
        15   -1.0523933344e+01    1.1110989518e+02   -2.2180745433e+01    1.1656812089e+01   -7.3552734992e+00    6.0865670393e-01   -2.6584611979e+00   -1.2775667440e+01   -2.4189334302e+00    9.5428230307e-02    1.0499000000e+04    8.6391356733e-01    9.9526560331e-01
        16   -1.0518089788e+01    1.1099974806e+02   -2.2163151311e+01    1.1645061524e+01   -7.3438219781e+00    6.0583652237e-01   -2.6494984151e+00   -1.2775667440e+01   -2.4105905970e+00    9.5428230307e-02    1.0442000000e+04    8.7364792700e-01    9.9493709196e-01
        17   -1.0530208913e+01    1.1128680683e+02   -2.2069783260e+01    1.1539574347e+01   -7.3559506301e+00    6.8110079788e-01   -2.6192659879e+00   -1.2775667440e+01   -2.3818245648e+00    9.5428230307e-02    1.0444000000e+04    8.7352657933e-01    9.9474643955e-01
        18   -1.0521490425e+01    1.1105823187e+02   -2.2037161261e+01    1.1515670836e+01   -7.2666391044e+00    6.3250796103e-01   -2.6273626774e+00   -1.2775667440e+01   -2.3883769678e+00    9.5428230307e-02    1.0433000000e+04    8.9541489233e-01    9.9476525885e-01
        19   -1.0532596830e+01    1.1131987118e+02   -2.2120193741e+01    1.1587596911e+01   -7.3002299424e+00    6.0739750295e-01   -2.6516938611e+00   -1.2775667440e+01   -2.4088622619e+00    9.5428230307e-02    1.0371000000e+04    8.7370366767e-01    9.9482018947e-01
        20   -1.0521952147e+01    1.1107755150e+02   -2.2127135861e+01    1.1605183714e+01   -7.3087032983e+00    6.2333245985e-01   -2.6660975825e+00   -1.2775667440e+01   -2.4255958880e+00    9.5428230307e-02    1.0337000000e+04    8.6623431467e-01    9.9480893226e-01
        21   -1.0547823442e+01    1.1158830496e+02   -2.2136338210e+01    1.1588514767e+01   -7.3606715369e+00    7.1287752100e-01   -2.7128767536e+00   -1.2775667440e+01   -2.4783880557e+00    9.5428230307e-02    1.0431000000e+04    8.8356368700e-01    9.9521572051e-01
        22   -1.0541226147e+01    1.1152074495e+02   -2.2248051463e+01    1.1706825317e+01   -7.4626788185e+00    6.6212484789e-01   -2.6718300526e+00   -1.2775667440e+01   -2.4393986553e+00    9.5428230307e-02    1.0520000000e+04    8.9216042133e-01    9.9500539979e-01
        23   -1.0543209470e+01    1.1152033433e+02   -2.2143687302e+01    1.1600477832e+01   -7.2825468991e+00    6.1361516023e-01   -2.6990881227e+00   -1.2775667440e+01   -2.4669569376e+00    9.5428230307e-02    1.0538000000e+04    8.9604029267e-01    9.9457903400e-01
        24   -1.0534081240e+01    1.1132223595e+02   -2.2032443503e+01    1.1498362263e+01   -7.1033120950e+00    5.5708837465e-01   -2.7105523426e+00   -1.2775667440e+01   -2.4791016373e+00    9.5428230307e-02    1.0533000000e+04    9.0067769167e-01    9.9497977846e-01
        25   -1.0536455182e+01    1.1136110735e+02   -2.2068712969e+01    1.1532257787e+01   -7.1909233205e+00    5.7752967660e-01   -2.6796518847e+00   -1.2775667440e+01   -2.4462752063e+00    9.5428230307e-02    1.0511000000e+04    8.8979314967e-01    9.9441347009e-01
        26   -1.0532330135e+01    1.1132005032e+02   -2.2142749391e+01    1.1610419256e+01   -7.2948410195e+00    6.3774326291e-01   -2.7099841945e+00   -1.2775667440e+01   -2.4749047018e+00    9.5428230307e-02    1.0483000000e+04    8.7863159033e-01    9.9443111091e-01
        27   -1.0528570784e+01    1.1121992492e+02   -2.2188474267e+01    1.1659903483e+01   -7.3384635145e+00    6.2281081027e-01   -2.6971541225e+00   -1.2775667440e+01   -2.4650986673e+00    9.5428230307e-02    1.0414000000e+04    8.8295807400e-01    9.9459554485e-01
        28   -1.0539935328e+01    1.1146094443e+02   -2.2170621966e+01    1.1630686638e+01   -7.3462195027e+00    6.6397081344e-01   -2.7127058364e+00   -1.2775667440e+01   -2.4812136279e+00    9.5428230307e-02    1.0337000000e+04    8.8545142200e-01    9.9492158142e-01
        29   -1.0545453246e+01    1.1159261707e+02   -2.1990074702e+01    1.1444621456e+01   -7.1891248296e+00    6.7208378485e-01   -2.6973662171e+00   -1.2775667440e+01   -2.4684101927e+00    9.5428230307e-02    1.0268000000e+04    8.8183886300e-01    9.9512372907e-01
        30   -1.0546601388e+01    1.1164616452e+02   -2.2109917474e+01    1.1563316086e+01   -7.3319463216e+00    6.5539244295e-01   -2.6576961551e+00   -1.2775667440e+01   -2.4189999820e+00    9.5428230307e-02    1.0140000000e+04    8.5998087367e-01    9.9432471969e-01
        31   -1.0497996434e+01    1.1057793679e+02   -2.2161104065e+01    1.1663107631e+01   -7.3884373532e+00    6.4508880861e-01   -2.6420880806e+00   -1.2775667440e+01   -2.3985750121e+00    9.5428230307e-02    1.0059000000e+04    8.5835489367e-01    9.9467255509e-01
        32   -1.0482293864e+01    1.1027115452e+02   -2.1991004761e+01    1.1508710897e+01   -7.2036709992e+00    6.3787333544e-01   -2.6495396571e+00   -1.2775667440e+01   -2.4045184899e+00    9.5428230307e-02    9.9930000000e+03    8.5062528267e-01    9.9448557847e-01
        33   -1.0510306832e+01    1.1087896918e+02   -2.2010389426e+01    1.1500082593e+01   -7.1932972381e+00    6.2966148789e-01   -2.6710862355e+00   -1.2775667440e+01   -2.4305125549e+00    9.5428230307e-02    9.9480000000e+03    8.3555236233e-01    9.9443601105e-01
        34   -1.0506817702e+01    1.1075470074e+02   -2.2083953586e+01    1.1577135883e+01   -7.2002521828e+00    5.6859489283e-01   -2.6766288553e+00   -1.2775667440e+01   -2.4298823711e+00    9.5428230307e-02    9.9890000000e+03    8.5270107633e-01    9.9479226276e-01
        35   -1.0500104176e+01    1.1064312183e+02   -2.2064221088e+01    1.1564116912e+01   -7.2019993173e+00    5.9369760706e-01   -2.6802519372e+00   -1.2775667440e+01   -2.4332927039e+00    9.5428230307e-02    9.9710000000e+03    8.6420998200e-01    9.9472860990e-01
        36   -1.0533792096e+01    1.1131618501e+02   -2.1925048461e+01    1.1391256365e+01   -7.1090391042e+00    6.3082507108e-01   -2.6711669872e+00   -1.2775667440e+01   -2.4321209808e+00    9.5428230307e-02    9.8300000000e+03    9.1650071467e-01    9.9514559367e-01
        37   -1.0546587249e+01    1.1157810014e+02   -2.2012720381e+01    1.1466133132e+01   -7.1705855222e+00    6.2951087016e-01   -2.6959782889e+00   -1.2775667440e+01   -2.4582049813e+00    9.5428230307e-02    9.7760000000e+03    9.3022781000e-01    9.9480976117e-01
        38   -1.0533589963e+01    1.1131269171e+02   -2.2047670607e+01    1.1514080644e+01   -7.2489571390e+00    6.4210634641e-01   -2.6651523745e+00   -1.2775667440e+01   -2.4219317744e+00    9.5428230307e-02    9.8590000000e+03    9.2046335500e-01    9.9460226008e-01
        39   -1.0499806828e+01    1.1064726190e+02   -2.2043731152e+01    1.1543924324e+01   -7.2929093709e+00    6.4059507995e-01   -2.6157494210e+00   -1.2775667440e+01   -2.3717411705e+00    9.5428230307e-02    9.9960000000e+03    9.2874766600e-01    9.9449458167e-01
        40   -1.0503660238e+01    1.1071224340e+02   -2.1921152418e+01    1.1417492181e+01   -7.0822608319e+00    5.9834746317e-01   -2.6615716095e+00   -1.2775667440e+01   -2.4163863955e+00    9.5428230307e-02    1.0034000000e+04    9.3883215100e-01    9.9500334072e-01
        41   -1.0521964099e+01    1.1105018311e+02   -2.1924947584e+01    1.1402983485e+01   -7.0657249813e+00    5.8902162509e-01   -2.6725767873e+00   -1.2775667440e+01   -2.4278040991e+00    9.5428230307e-02    9.9650000000e+03    9.2153293233e-01    9.9514819679e-01
        42   -1.0516971794e+01    1.1096825611e+02   -2.1930991375e+01    1.1414019582e+01   -7.0560811478e+00    5.8732070499e-01   -2.6865634924e+00   -1.2775667440e+01   -2.4441476607e+00    9.5428230307e-02    9.9870000000e+03    9.2246931300e-01    9.9461937986e-01
        43   -1.0530602879e+01    1.1124859108e+02   -2.2077008304e+01    1.1546405425e+01   -7.1939737513e+00    6.2814281618e-01   -2.7355099284e+00   -1.2775667440e+01   -2.4912806685e+00    9.5428230307e-02    9.9260000000e+03    9.1469504133e-01    9.9414183391e-01
        44   -1.0552608156e+01    1.1173185553e+02   -2.1864693806e+01    1.1312085650e+01   -7.1228323098e+00    7.1606488878e-01   -2.6822589445e+00   -1.2775667440e+01   -2.4429401981e+00    9.5428230307e-02    9.9560000000e+03    9.1160682800e-01    9.9459117058e-01
        45   -1.0538785453e+01    1.1142755099e+02   -2.1818152539e+01    1.1279367086e+01   -7.0400397463e+00    6.7045018799e-01   -2.6728955403e+00   -1.2775667440e+01   -2.4345398540e+00    9.5428230307e-02    9.9870000000e+03    9.2178236033e-01    9.9497813414e-01
        46   -1.0537818155e+01    1.1142228280e+02   -2.2065431464e+01    1.1527613309e+01   -7.2220592166e+00    6.2495065174e-01   -2.6926554586e+00   -1.2775667440e+01   -2.4534420109e+00    9.5428230307e-02    9.9870000000e+03    9.2156860133e-01    9.9497996264e-01
        47   -1.0556028674e+01    1.1180190204e+02   -2.2056475978e+01    1.1500447304e+01   -7.2554504983e+00    6.6925505042e-01   -2.6946130898e+00   -1.2775667440e+01   -2.4594139550e+00    9.5428230307e-02    1.0015000000e+04    9.2359201633e-01    9.9478340117e-01
        48   -1.0537859358e+01    1.1140488562e+02   -2.2000729263e+01    1.1462869904e+01   -7.1909105018e+00    6.0828125856e-01   -2.6424325793e+00   -1.2775667440e+01   -2.4035033460e+00    9.5428230307e-02    9.9930000000e+03    9.2248203333e-01    9.9469907609e-01
        49   -1.0524336929e+01    1.1112376949e+02   -2.2138410178e+01    1.1614073249e+01   -7.2582393253e+00    5.5590988658e-01   -2.6604132989e+00   -1.2775667440e+01   -2.4251184221e+00    9.5428230307e-02    9.9380000000e+03    9.1903259533e-01    9.9448035044e-01
        50   -1.0519642832e+01    1.1108214800e+02   -2.2042524614e+01    1.1522881782e+01   -7.1237465817e+00    5.4132303560e-01   -2.6844336275e+00   -1.2775667440e+01   -2.4500360722e+00    9.5428230307e-02    9.8900000000e+03    9.1697545167e-01    9.9479433307e-01
        51   -1.0548180810e+01    1.1158852112e+02   -2.2005971075e+01    1.1457790265e+01   -7.1482098784e+00    6.1744672898e-01   -2.6995404853e+00   -1.2775667440e+01   -2.4667779732e+00    9.5428230307e-02    9.9630000000e+03    9.2852609700e-01    9.9497773384e-01
        52   -1.0551380904e+01    1.1167250942e+02   -2.2096141607e+01    1.1544760703e+01   -7.2974727802e+00    6.7588502568e-01   -2.6988864125e+00   -1.2775667440e+01   -2.4631415419e+00    9.5428230307e-02    1.0023000000e+04    9.2061089233e-01    9.9489477271e-01
        53   -1.0536956856e+01    1.1140162445e+02   -2.1963327255e+01    1.1426370399e+01   -7.1370552114e+00    6.4423129517e-01   -2.6948358990e+00   -1.2775667440e+01   -2.4599426084e+00    9.5428230307e-02    1.0062000000e+04    9.2203123767e-01    9.9473139290e-01
        54   -1.0513382601e+01    1.1088567585e+02   -2.1929949109e+01    1.1416566508e+01   -7.0412492683e+00    5.9666460640e-01   -2.7096970072e+00   -1.2775667440e+01   -2.4762286865e+00    9.5428230307e-02    1.0119000000e+04    9.2768470233e-01    9.9472278001e-01
        55   -1.0516145779e+01    1.1097565433e+02   -2.1829040519e+01    1.1312894740e+01   -7.0054677575e+00    6.0533162263e-01   -2.6532369442e+00   -1.2775667440e+01   -2.4127084212e+00    9.5428230307e-02    1.0207000000e+04    9.5005697033e-01    9.9485392676e-01
        56   -1.0528827541e+01    1.1119978188e+02   -2.1938804745e+01    1.1409977204e+01   -7.0860008881e+00    5.8371275680e-01   -2.6608491730e+00   -1.2775667440e+01   -2.4198466544e+00    9.5428230307e-02    1.0185000000e+04    9.4392217767e-01    9.9504364790e-01
        57   -1.0528673622e+01    1.1125015235e+02   -2.2083251730e+01    1.1554578108e+01   -7.3196993577e+00    6.6129506710e-01   -2.6491799994e+00   -1.2775667440e+01   -2.4048677003e+00    9.5428230307e-02    1.0130000000e+04    9.5300683500e-01    9.9512672366e-01
        58   -1.0520145475e+01    1.1104035299e+02   -2.2057593036e+01    1.1537447561e+01   -7.2689512020e+00    6.4826871459e-01   -2.6612431087e+00   -1.2775667440e+01   -2.4161548222e+00    9.5428230307e-02    1.0158000000e+04    9.4003712533e-01    9.9472143362e-01
        59   -1.0518505556e+01    1.1102686071e+02   -2.2044344426e+01    1.1525838870e+01   -7.2903006417e+00    6.6297358363e-01   -2.6413499273e+00   -1.2775667440e+01   -2.3981228068e+00    9.5428230307e-02    1.0076000000e+04    9.3004519867e-01    9.9464490273e-01
        60   -1.0522410476e+01    1.1113309074e+02   -2.1993627778e+01    1.1471217302e+01   -7.1666838211e+00    6.1973993147e-01   -2.6710164477e+00   -1.2775667440e+01   -2.4288684231e+00    9.5428230307e-02    1.0056000000e+04    9.1696970900e-01    9.9510300392e-01
        61   -1.0526906179e+01    1.1116663585e+02   -2.1964378252e+01    1.1437472073e+01   -7.1422507639e+00    6.2256173220e-01   -2.6690217805e+00   -1.2775667440e+01   -2.4231101470e+00    9.5428230307e-02    1.0064000000e+04    9.2417943767e-01    9.9494205188e-01
        62   -1.0531206523e+01    1.1133114644e+02   -2.1985180985e+01    1.1453974463e+01   -7.1312987967e+00    5.9754249404e-01   -2.6757572424e+00   -1.2775667440e+01   -2.4310664422e+00    9.5428230307e-02    1.0134000000e+04    9.3013486900e-01    9.9543147444e-01
        63   -1.0519822764e+01    1.1102995900e+02   -2.1997878119e+01    1.1478055355e+01   -7.2326277930e+00    6.5194486429e-01   -2.6415277503e+00   -1.2775667440e+01   -2.3991152064e+00    9.5428230307e-02    1.0210000000e+04    9.4781624400e-01    9.9524650615e-01
        64   -1.0536331654e+01    1.1143845672e+02   -2.2143941898e+01    1.1607610244e+01   -7.3604578750e+00    6.2295736125e-01   -2.6307739443e+00   -1.2775667440e+01   -2.3898476571e+00    9.5428230307e-02    1.0296000000e+04    9.5848955233e-01    9.9415654189e-01
        65   -1.0530840310e+01    1.1127821046e+02   -2.2246842074e+01    1.1716001764e+01   -7.4155069069e+00    5.8996153079e-01   -2.6456292581e+00   -1.2775667440e+01   -2.4046294158e+00    9.5428230307e-02    1.0327000000e+04    9.4415924767e-01    9.9435553859e-01
        66   -1.0546998005e+01    1.1161362090e+02   -2.2213501917e+01    1.1666503912e+01   -7.4176430828e+00    6.5843367438e-01   -2.6786250684e+00   -1.2775667440e+01   -2.4404411946e+00    9.5428230307e-02    1.0437000000e+04    9.6559898367e-01    9.9506258138e-01
        67   -1.0548567334e+01    1.1167979423e+02   -2.2327540984e+01    1.1778973650e+01   -7.5581962598e+00    6.3389603868e-01   -2.6275733225e+00   -1.2775667440e+01   -2.3896608897e+00    9.5428230307e-02    1.0506000000e+04    9.9487575733e-01    9.9468728465e-01
        68   -1.0520502222e+01    1.1108919880e+02   -2.2239871453e+01    1.1719369232e+01   -7.5050708938e+00    6.3414183693e-01   -2.5932749561e+00   -1.2775667440e+01   -2.3486098855e+00    9.5428230307e-02    1.0539000000e+04    9.9890946733e-01    9.9493856920e-01
        69   -1.0515790621e+01    1.1097447629e+02   -2.2162899366e+01    1.1647108745e+01   -7.4013266365e+00    6.0035113209e-01   -2.5862564215e+00   -1.2775667440e+01   -2.3408575832e+00    9.5428230307e-02    1.0444000000e+04    9.6490257833e-01    9.9427492607e-01
        70   -1.0503267955e+01    1.1072871705e+02   -2.2132328941e+01    1.1629060986e+01   -7.4086176413e+00    6.6394795281e-01   -2.6119918118e+00   -1.2775667440e+01   -2.3672561211e+00    9.5428230307e-02    1.0327000000e+04    9.5304310000e-01    9.9491965778e-01
        71   -1.0514909982e+01    1.1097775724e+02   -2.2322407322e+01    1.1807497340e+01   -7.6247036097e+00    6.7965785636e-01   -2.6016941285e+00   -1.2775667440e+01   -2.3565912465e+00    9.5428230307e-02    1.0256000000e+04    9.4034480633e-01    9.9472508706e-01
        72   -1.0515424726e+01    1.1097170079e+02   -2.2360250268e+01    1.1844825541e+01   -7.6951918593e+00    6.9012927977e-01   -2.5795202478e+00   -1.2775667440e+01   -2.3356720606e+00    9.5428230307e-02    1.0260000000e+04    9.4953171433e-01    9.9453927473e-01
        73   -1.0521902776e+01    1.1109355123e+02   -2.2342961689e+01    1.1821058913e+01   -7.6263740807e+00    6.9820486530e-01   -2.6391250336e+00   -1.2775667440e+01   -2.3993153069e+00    9.5428230307e-02    1.0289000000e+04    9.4680721533e-01    9.9489870146e-01
        74   -1.0517361482e+01    1.1099835194e+02   -2.2303212633e+01    1.1785851151e+01   -7.5228211279e+00    6.5783742602e-01   -2.6625614906e+00   -1.2775667440e+01   -2.4252473778e+00    9.5428230307e-02    1.0267000000e+04    9.4905014700e-01    9.9463185522e-01
        75   -1.0529320691e+01    1.1123214453e+02   -2.2047369051e+01    1.1518048360e+01   -7.3141934810e+00    6.5071975032e-01   -2.6082278796e+00   -1.2775667440e+01   -2.3666127081e+00    9.5428230307e-02    1.0252000000e+04    9.4304400333e-01    9.9439108892e-01
        76   -1.0536076423e+01    1.1137240210e+02   -2.1897958746e+01    1.1361882323e+01   -7.1878261941e+00    6.9643693311e-01   -2.6309020449e+00   -1.2775667440e+01   -2.3852085042e+00    9.5428230307e-02    1.0276000000e+04    9.4480389667e-01    9.9520710037e-01
        77   -1.0533365515e+01    1.1129889258e+02   -2.1935884248e+01    1.1402518733e+01   -7.1917873467e+00    6.8501904711e-01   -2.6534485079e+00   -1.2775667440e+01   -2.4122158680e+00    9.5428230307e-02    1.0218000000e+04    9.3892982067e-01    9.9468250827e-01
        78   -1.0541715730e+01    1.1150915269e+02   -2.1992387425e+01    1.1450671695e+01   -7.1967887766e+00    6.4157578786e-01   -2.6615069957e+00   -1.2775667440e+01   -2.4212070458e+00    9.5428230307e-02    1.0164000000e+04    9.4503456867e-01    9.9515813242e-01
        79   -1.0535719764e+01    1.1137146667e+02   -2.2044827746e+01    1.1509107982e+01   -7.1759990554e+00    5.7464982599e-01   -2.6678110763e+00   -1.2775667440e+01   -2.4301196384e+00    9.5428230307e-02    1.0103000000e+04    9.2838439733e-01    9.9488774343e-01
        80   -1.0514157777e+01    1.1092225238e+02   -2.2100223045e+01    1.1586065268e+01   -7.1708948237e+00    5.3697978189e-01   -2.6906405631e+00   -1.2775667440e+01   -2.4605674177e+00    9.5428230307e-02    1.0098000000e+04    9.2440064100e-01    9.9492952257e-01
        81   -1.0537420683e+01    1.1141429905e+02   -2.2079269440e+01    1.1541848757e+01   -7.2216149264e+00    6.3226272699e-01   -2.7142498004e+00   -1.2775667440e+01   -2.4806457917e+00    9.5428230307e-02    1.0090000000e+04    9.2681294700e-01    9.9442124552e-01
        82   -1.0535725345e+01    1.1146757328e+02   -2.2176982524e+01    1.1641257179e+01   -7.2600494583e+00    5.4860521781e-01   -2.6898708433e+00   -1.2775667440e+01   -2.4591732407e+00    9.5428230307e-02    1.0090000000e+04    9.3331338267e-01    9.9483519179e-01
        83   -1.0522567363e+01    1.1111348801e+02   -2.2120500185e+01    1.1597932822e+01   -7.2757218957e+00    6.0181510907e-01   -2.6709259582e+00   -1.2775667440e+01   -2.4305358352e+00    9.5428230307e-02    1.0137000000e+04    9.4087331633e-01    9.9482974713e-01
        84   -1.0528165411e+01    1.1133041584e+02   -2.2144695793e+01    1.1616530381e+01   -7.2692569146e+00    5.5608178666e-01   -2.6558532244e+00   -1.2775667440e+01   -2.4215360904e+00    9.5428230307e-02    1.0113000000e+04    9.3239837700e-01    9.9466366249e-01
        85   -1.0536581899e+01    1.1140970679e+02   -2.1999283881e+01    1.1462701982e+01   -7.2103831890e+00    6.7437715972e-01   -2.6876104112e+00   -1.2775667440e+01   -2.4559920997e+00    9.5428230307e-02    1.0136000000e+04    9.3460464067e-01    9.9444658892e-01
        86   -1.0523681332e+01    1.1114811999e+02   -2.2051003922e+01    1.1527322590e+01   -7.3005082269e+00    6.9023343978e-01   -2.6650616943e+00   -1.2775667440e+01   -2.4277892955e+00    9.5428230307e-02    1.0208000000e+04    9.4231517933e-01    9.9457285071e-01
        87   -1.0532001033e+01    1.1127956360e+02   -2.2075753910e+01    1.1543752877e+01   -7.2556204462e+00    6.1676425890e-01   -2.6612302820e+00   -1.2775667440e+01   -2.4251890495e+00    9.5428230307e-02    1.0267000000e+04    9.4943650600e-01    9.9476294355e-01
        88   -1.0499288614e+01    1.1062169603e+02   -2.2261892263e+01    1.1762603649e+01   -7.4699168369e+00    6.0010343619e-01   -2.6164114221e+00   -1.2775667440e+01   -2.3747684747e+00    9.5428230307e-02    1.0203000000e+04    9.5026416433e-01    9.9487124781e-01
        89   -1.0483821965e+01    1.1028258562e+02   -2.2372457419e+01    1.1888635454e+01   -7.5689181466e+00    6.1756948628e-01   -2.6454413184e+00   -1.2775667440e+01   -2.4046191856e+00    9.5428230307e-02    1.0148000000e+04    9.6227770267e-01    9.9478011954e-01
        90   -1.0503199752e+01    1.1067974140e+02   -2.2218328007e+01    1.1715128255e+01   -7.4516303806e+00    6.2915082890e-01   -2.6201810155e+00   -1.2775667440e+01   -2.3741445298e+00    9.5428230307e-02    1.0072000000e+04    9.4235372333e-01    9.9477909861e-01
        91   -1.0527466769e+01    1.1119585555e+02   -2.2079133562e+01    1.1551666793e+01   -7.3097873370e+00    6.3514950539e-01   -2.6288282905e+00   -1.2775667440e+01   -2.3829355882e+00    9.5428230307e-02    1.0060000000e+04    9.2842925400e-01    9.9496724889e-01
        92   -1.0542550997e+01    1.1155403336e+02   -2.2014826763e+01    1.1472275766e+01   -7.1902492824e+00    6.0510272083e-01   -2.6540127612e+00   -1.2775667440e+01   -2.4094808814e+00    9.5428230307e-02    1.0069000000e+04    9.2459570300e-01    9.9474867505e-01
        93   -1.0534488207e+01    1.1137160243e+02   -2.1993886615e+01    1.1459398409e+01   -7.1759480422e+00    6.2607658924e-01   -2.6683477223e+00   -1.2775667440e+01   -2.4241807327e+00    9.5428230307e-02    1.0101000000e+04    9.2201912367e-01    9.9445166707e-01
        94   -1.0530868237e+01    1.1126886266e+02   -2.2131824065e+01    1.1600955828e+01   -7.2912216578e+00    6.0794020862e-01   -2.6728751758e+00   -1.2775667440e+01   -2.4242284838e+00    9.5428230307e-02    1.0150000000e+04    9.3823974800e-01    9.9506131567e-01
        95   -1.0525857696e+01    1.1116036088e+02   -2.2092016558e+01    1.1566158862e+01   -7.2051721939e+00    5.8723159952e-01   -2.6984085235e+00   -1.2775667440e+01   -2.4489714364e+00    9.5428230307e-02    1.0178000000e+04    9.3357441133e-01    9.9512201437e-01
        96   -1.0516140470e+01    1.1097106780e+02   -2.2117974574e+01    1.1601834103e+01   -7.1798858895e+00    5.2664974862e-01   -2.6890709924e+00   -1.2775667440e+01   -2.4413545122e+00    9.5428230307e-02    1.0159000000e+04    9.4006194567e-01    9.9485945113e-01
        97   -1.0513353798e+01    1.1088661934e+02   -2.2131404052e+01    1.1618050254e+01   -7.1994194225e+00    5.6264225035e-01   -2.7189594397e+00   -1.2775667440e+01   -2.4811871792e+00    9.5428230307e-02    1.0137000000e+04    9.3059030367e-01    9.9491059267e-01
        98   -1.0518417737e+01    1.1098265456e+02   -2.1973418527e+01    1.1455000790e+01   -7.0729604421e+00    6.1933361388e-01   -2.7441242584e+00   -1.2775667440e+01   -2.5080464165e+00    9.5428230307e-02    1.0182000000e+04    9.3451841667e-01    9.9452877587e-01
