#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -1.0452829994e+01    1.0962293750e+02   -2.2448958701e+01    1.1996128708e+01   -7.5802122840e+00    5.3721423438e-01   -2.6302932116e+00   -1.2775667440e+01    5.1600000000e+02    1.7143310417e-02    5.3602228682e-01
         1   -1.0535796354e+01    1.1136947224e+02   -2.1602543933e+01    1.1066747578e+01   -6.6749773391e+00    5.8603516392e-01   -2.7379343174e+00   -1.2775667440e+01    5.1600000000e+02    2.5390176083e-02    5.3444767442e-01
         2   -1.0459680076e+01    1.0978898064e+02   -2.1754348803e+01    1.1294668727e+01   -6.8818205086e+00    6.3873944959e-01   -2.7356003036e+00   -1.2775667440e+01    5.1600000000e+02    2.4497030833e-02    5.3955910853e-01
         3   -1.0500980389e+01    1.1073546369e+02   -2.2066870967e+01    1.1565890579e+01   -7.4084301645e+00    7.6278893094e-01   -2.6455622933e+00   -1.2775667440e+01    5.1600000000e+02    2.4358044417e-02    5.2948158915e-01
         4   -1.0478684130e+01    1.1024783839e+02   -2.2243072766e+01    1.1764388636e+01   -7.4883463426e+00    6.9512707857e-01   -2.6741860616e+00   -1.2775667440e+01    5.1600000000e+02    2.4537193667e-02    5.3539244186e-01
         5   -1.0526873207e+01    1.1119605952e+02   -2.1943289161e+01    1.1416415954e+01   -7.1937640983e+00    6.6374001990e-01   -2.6375976429e+00   -1.2775667440e+01    5.1600000000e+02    2.4541884667e-02    5.3924418605e-01
         6   -1.0474052557e+01    1.1010751509e+02   -2.2063660093e+01    1.1589607536e+01   -7.2875887129e+00    6.8551764261e-01   -2.6859215827e+00   -1.2775667440e+01    5.1600000000e+02    2.4434035083e-02    5.3234011628e-01
         7   -1.0482266917e+01    1.1027472418e+02   -2.1485943505e+01    1.1003676588e+01   -6.4456860091e+00    5.4491125565e-01   -2.8095013112e+00   -1.2775667440e+01    5.1600000000e+02    2.2961538917e-02    5.3888081395e-01
         8   -1.0518738776e+01    1.1109656470e+02   -2.1769256076e+01    1.1250517301e+01   -7.0252741614e+00    6.7067848231e-01   -2.6389929569e+00   -1.2775667440e+01    5.1600000000e+02    2.2008161500e-02    5.3757267442e-01
         9   -1.0445092108e+01    1.0947820133e+02   -2.2136197486e+01    1.1691105378e+01   -7.2050611665e+00    5.7334356033e-01   -2.7288124391e+00   -1.2775667440e+01    5.1600000000e+02    2.1843186000e-02    5.3624031008e-01
        10   -1.0424731100e+01    1.0902719729e+02   -2.2070528824e+01    1.1645797724e+01   -7.2012019750e+00    5.8007511430e-01   -2.6737345230e+00   -1.2775667440e+01    5.1600000000e+02    2.2523747750e-02    5.3643410853e-01
        11   -1.0481190033e+01    1.1029434182e+02   -2.2078482553e+01    1.1597292520e+01   -7.2170482354e+00    6.2247222846e-01   -2.7082391057e+00   -1.2775667440e+01    5.1600000000e+02    2.2489299750e-02    5.3570736434e-01
        12   -1.0475813503e+01    1.1018576900e+02   -2.2058376616e+01    1.1582563113e+01   -7.1986182130e+00    5.7515141538e-01   -2.6592423784e+00   -1.2775667440e+01    5.1600000000e+02    2.2479380083e-02    5.3316375969e-01
