#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -1.0422472609e+01    1.0899584421e+02   -2.2926214192e+01    1.2503741582e+01   -8.2255257530e+00    4.7091372850e-01   -2.3959347271e+00   -1.2775667440e+01    1.2000000000e+02    3.0609846667e-03    7.4479166667e-01
         1   -1.0518225259e+01    1.1103302182e+02   -2.2311496575e+01    1.1793271316e+01   -7.1311311667e+00    3.4005806150e-01   -2.7447560300e+00   -1.2775667440e+01    1.2000000000e+02    3.1096534167e-03    7.5625000000e-01
         2   -1.0483390869e+01    1.1018776844e+02   -2.1880348077e+01    1.1396957208e+01   -7.0660612415e+00    5.9035106206e-01   -2.6289704578e+00   -1.2775667440e+01    1.2000000000e+02    3.1194156667e-03    7.6006944444e-01
         3   -1.0526642204e+01    1.1114508742e+02   -2.1040222452e+01    1.0513580247e+01   -6.2362473416e+00    6.0363250702e-01   -2.6319401767e+00   -1.2775667440e+01    1.2000000000e+02    3.0912793333e-03    7.6319444444e-01
         4   -1.0489723233e+01    1.1030667242e+02   -2.2708872004e+01    1.2219148770e+01   -7.9973673513e+00    6.0329330991e-01   -2.5391305221e+00   -1.2775667440e+01    1.2000000000e+02    3.1257690000e-03    7.5208333333e-01
         5   -1.0423703573e+01    1.0907199910e+02   -2.1349631483e+01    1.0925927909e+01   -6.7291385796e+00    7.5102771055e-01   -2.5958531737e+00   -1.2775667440e+01    1.2000000000e+02    3.0799823333e-03    7.6354166667e-01
         6   -1.0462972661e+01    1.1021108982e+02   -2.2465259852e+01    1.2002287191e+01   -7.9101451114e+00    7.3528502780e-01   -2.5147323283e+00   -1.2775667440e+01    1.2000000000e+02    3.1017456667e-03    7.6180555556e-01
         7   -1.0465781337e+01    1.0988225157e+02   -2.2294557231e+01    1.1828775894e+01   -7.7497879862e+00    7.4273555250e-01   -2.5118373568e+00   -1.2775667440e+01    1.2000000000e+02    3.0931754167e-03    7.4479166667e-01
         8   -1.0633622225e+01    1.1327845354e+02   -2.1799164126e+01    1.1165541902e+01   -6.8023156548e+00    6.4534050076e-01   -2.8665215320e+00   -1.2775667440e+01    1.2000000000e+02    3.1204651667e-03    7.6979166667e-01
         9   -1.0477973177e+01    1.1008462584e+02   -2.2288282574e+01    1.1810309397e+01   -7.4315845754e+00    5.1648232837e-01   -2.5975128866e+00   -1.2775667440e+01    1.2000000000e+02    3.1275223333e-03    7.5104166667e-01
        10   -1.0383222334e+01    1.0818050926e+02   -2.1007493878e+01    1.0624271543e+01   -6.4800822178e+00    7.7224321000e-01   -2.5239874296e+00   -1.2775667440e+01    1.2000000000e+02    3.1733817500e-03    7.7187500000e-01
        11   -1.0527282510e+01    1.1115092016e+02   -2.2109481850e+01    1.1582199339e+01   -7.3207655780e+00    6.2401312159e-01   -2.6370619529e+00   -1.2775667440e+01    1.2000000000e+02    3.1017714167e-03    7.5347222222e-01
        12   -1.0469962071e+01    1.1023100097e+02   -2.1456987533e+01    1.0987025461e+01   -6.9122935202e+00    7.1916870490e-01   -2.4881952771e+00   -1.2775667440e+01    1.2000000000e+02    3.1134314167e-03    7.6597222222e-01
        13   -1.0481465890e+01    1.1013501642e+02   -2.1363523054e+01    1.0882057164e+01   -6.6795288351e+00    6.8360925969e-01   -2.5919360383e+00   -1.2775667440e+01    1.2000000000e+02    3.1024773333e-03    7.5798611111e-01
        14   -1.0577443730e+01    1.1224620149e+02   -2.1772276409e+01    1.1194832679e+01   -6.8208644206e+00    5.3180358188e-01   -2.7075481301e+00   -1.2775667440e+01    1.2000000000e+02    3.0882064167e-03    7.5937500000e-01
        15   -1.0452788108e+01    1.0953758372e+02   -2.1787634839e+01    1.1334846730e+01   -6.9399604590e+00    6.3952656053e-01   -2.7115335001e+00   -1.2775667440e+01    1.2000000000e+02    3.1383853333e-03    7.7465277778e-01
        16   -1.0430440632e+01    1.0909539132e+02   -2.1617564270e+01    1.1187123638e+01   -6.6380253855e+00    4.7041864071e-01   -2.6742900848e+00   -1.2775667440e+01    1.2000000000e+02    3.1369042500e-03    7.6180555556e-01
