#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -1.0488268888e+01    1.1039961813e+02   -2.2142350309e+01    1.1654081421e+01   -7.4235496518e+00    6.4591749681e-01   -2.5890507138e+00   -1.2775667440e+01    5.1200000000e+03    1.9834307900e-01    7.5909016927e-01
         1   -1.0480094946e+01    1.1031627131e+02   -2.2029224536e+01    1.1549129590e+01   -7.2727545535e+00    6.1642826967e-01   -2.5972308120e+00   -1.2775667440e+01    5.1200000000e+03    1.9571966100e-01    7.6044921875e-01
         2   -1.0492189822e+01    1.1049540807e+02   -2.2121242170e+01    1.1629052348e+01   -7.3189413513e+00    5.8919030580e-01   -2.6158236842e+00   -1.2775667440e+01    5.1200000000e+03    1.9552131700e-01    7.6119791667e-01
         3   -1.0493290180e+01    1.1048485701e+02   -2.2121979842e+01    1.1628689662e+01   -7.2966054018e+00    6.1132783755e-01   -2.6610348371e+00   -1.2775667440e+01    5.1200000000e+03    1.9639564200e-01    7.6129557292e-01
         4   -1.0470376524e+01    1.1001908364e+02   -2.1968281178e+01    1.1497904654e+01   -7.1697494379e+00    6.1861070200e-01   -2.6414750024e+00   -1.2775667440e+01    5.1200000000e+03    1.9725360800e-01    7.6084798177e-01
         5   -1.0493144597e+01    1.1051876424e+02   -2.2021128307e+01    1.1527983710e+01   -7.2821941803e+00    6.3267013877e-01   -2.5959368256e+00   -1.2775667440e+01    5.1200000000e+03    1.9908949000e-01    7.6257324219e-01
         6   -1.0482804427e+01    1.1026759527e+02   -2.2133456093e+01    1.1650651666e+01   -7.3911483138e+00    6.2626765594e-01   -2.5929079950e+00   -1.2775667440e+01    5.1200000000e+03    2.0603579300e-01    7.5791829427e-01
         7   -1.0486422032e+01    1.1034181138e+02   -2.1852431704e+01    1.1366009671e+01   -7.0677764335e+00    6.3056732597e-01   -2.6395551559e+00   -1.2775667440e+01    5.1200000000e+03    2.0057127100e-01    7.5904947917e-01
         8   -1.0485085093e+01    1.1032325076e+02   -2.1993856207e+01    1.1508771114e+01   -7.1264172844e+00    5.5858149897e-01   -2.6503529810e+00   -1.2775667440e+01    5.1200000000e+03    1.9936371600e-01    7.6153157552e-01
         9   -1.0478591039e+01    1.1019544944e+02   -2.2044788401e+01    1.1566197362e+01   -7.2550613728e+00    6.0753006932e-01   -2.6215896574e+00   -1.2775667440e+01    5.1200000000e+03    1.9885382200e-01    7.6035156250e-01
        10   -1.0477200047e+01    1.1020616579e+02   -2.2006520621e+01    1.1529320574e+01   -7.2452744173e+00    6.0746794653e-01   -2.5930467102e+00   -1.2775667440e+01    5.1200000000e+03    2.0327849100e-01    7.6032714844e-01
        11   -1.0483039723e+01    1.1028661579e+02   -2.1995567474e+01    1.1512527751e+01   -7.2147247943e+00    6.1523920728e-01   -2.6204144464e+00   -1.2775667440e+01    5.1200000000e+03    2.0209410900e-01    7.6069335938e-01
        12   -1.0496428413e+01    1.1056160613e+02   -2.2097221849e+01    1.1600793436e+01   -7.3451689301e+00    6.0139080526e-01   -2.5777762841e+00   -1.2775667440e+01    5.1200000000e+03    2.0147122600e-01    7.6168619792e-01
        13   -1.0481003236e+01    1.1024748516e+02   -2.2043999012e+01    1.1562995776e+01   -7.2574306107e+00    5.8937781084e-01   -2.6002787715e+00   -1.2775667440e+01    5.1200000000e+03    2.0128114400e-01    7.6105143229e-01
        14   -1.0493797679e+01    1.1054847472e+02   -2.2054013481e+01    1.1560215802e+01   -7.2382254134e+00    6.0205569843e-01   -2.6421763253e+00   -1.2775667440e+01    5.1200000000e+03    2.0173631900e-01    7.6542154948e-01
        15   -1.0494533134e+01    1.1050943927e+02   -2.1960983517e+01    1.1466450383e+01   -7.1113808102e+00    5.7308674607e-01   -2.6470220125e+00   -1.2775667440e+01    5.1200000000e+03    2.0415948700e-01    7.5922851563e-01
        16   -1.0483806994e+01    1.1026127772e+02   -2.1981320280e+01    1.1497513285e+01   -7.1638396967e+00    6.0113547807e-01   -2.6429486209e+00   -1.2775667440e+01    5.1200000000e+03    2.0330141000e-01    7.6295572917e-01
        17   -1.0503246761e+01    1.1071855011e+02   -2.1994844109e+01    1.1491597348e+01   -7.2315291276e+00    6.3738396333e-01   -2.6250315042e+00   -1.2775667440e+01    5.1200000000e+03    2.0469087100e-01    7.6123046875e-01
        18   -1.0488873378e+01    1.1040168936e+02   -2.1950910849e+01    1.1462037471e+01   -7.1478707566e+00    6.1288637509e-01   -2.6402590270e+00   -1.2775667440e+01    5.1200000000e+03    2.0215222700e-01    7.6293131510e-01
        19   -1.0485552676e+01    1.1035295686e+02   -2.1998703079e+01    1.1513150403e+01   -7.2793101153e+00    6.5958948651e-01   -2.6033150096e+00   -1.2775667440e+01    5.1200000000e+03    2.0346268300e-01    7.6064453125e-01
        20   -1.0476372308e+01    1.1014498502e+02   -2.1985543869e+01    1.1509171562e+01   -7.2354156721e+00    6.1607027597e-01   -2.5905310328e+00   -1.2775667440e+01    5.1200000000e+03    2.0406087000e-01    7.6197102865e-01
        21   -1.0472371481e+01    1.1012879776e+02   -2.2027765741e+01    1.1555394260e+01   -7.2647598481e+00    6.4618124001e-01   -2.6335196929e+00   -1.2775667440e+01    5.1200000000e+03    2.0449947200e-01    7.6232910156e-01
        22   -1.0476422195e+01    1.1015659395e+02   -2.2037796340e+01    1.1561374144e+01   -7.2904713416e+00    6.3935802959e-01   -2.6110155873e+00   -1.2775667440e+01    5.1200000000e+03    2.0626342200e-01    7.6100260417e-01
        23   -1.0484748332e+01    1.1033650612e+02   -2.1943609471e+01    1.1458861139e+01   -7.2046215711e+00    6.4378324236e-01   -2.6071037019e+00   -1.2775667440e+01    5.1200000000e+03    2.0562720000e-01    7.6293131510e-01
        24   -1.0476599359e+01    1.1016799984e+02   -2.2006573807e+01    1.1529974448e+01   -7.1964487931e+00    5.9656630514e-01   -2.6310238786e+00   -1.2775667440e+01    5.1200000000e+03    2.0516924200e-01    7.6103515625e-01
        25   -1.0482741218e+01    1.1026626584e+02   -2.2130686957e+01    1.1647945739e+01   -7.3787817907e+00    6.2211114532e-01   -2.5983488716e+00   -1.2775667440e+01    5.1200000000e+03    2.0641862200e-01    7.5985514323e-01
        26   -1.0495837086e+01    1.1052257452e+02   -2.2073791166e+01    1.1577954080e+01   -7.3407337436e+00    6.6521134068e-01   -2.6226013228e+00   -1.2775667440e+01    5.1200000000e+03    2.0577363200e-01    7.6207682292e-01
        27   -1.0470997699e+01    1.1002853523e+02   -2.1934970276e+01    1.1463972577e+01   -7.1438302690e+00    5.8702996629e-01   -2.6025025335e+00   -1.2775667440e+01    5.1200000000e+03    2.0733743000e-01    7.6053873698e-01
        28   -1.0490732939e+01    1.1045682706e+02   -2.2191425393e+01    1.1700692455e+01   -7.4763556364e+00    6.4526975761e-01   -2.5846720743e+00   -1.2775667440e+01    5.1200000000e+03    2.1270566200e-01    7.5973307292e-01
        29   -1.0487383944e+01    1.1037059800e+02   -2.2043174748e+01    1.1555790804e+01   -7.2800614094e+00    6.1423406639e-01   -2.6016799648e+00   -1.2775667440e+01    5.1200000000e+03    2.0788157000e-01    7.6064453125e-01
        30   -1.0485903043e+01    1.1033679630e+02   -2.1962153221e+01    1.1476250177e+01   -7.2071802625e+00    6.3288336784e-01   -2.6121888859e+00   -1.2775667440e+01    5.1200000000e+03    2.0845829100e-01    7.5926106771e-01
        31   -1.0478252331e+01    1.1018354197e+02   -2.1953996990e+01    1.1475744659e+01   -7.1712829155e+00    6.0550023526e-01   -2.6125468693e+00   -1.2775667440e+01    5.1200000000e+03    2.0796502000e-01    7.6060384115e-01
        32   -1.0478894853e+01    1.1020163576e+02   -2.1972738524e+01    1.1493843672e+01   -7.1541003521e+00    5.9479791580e-01   -2.6377686476e+00   -1.2775667440e+01    5.1200000000e+03    2.0849968900e-01    7.6044921875e-01
        33   -1.0487447827e+01    1.1036032025e+02   -2.1983882066e+01    1.1496434239e+01   -7.2482812319e+00    6.4670129056e-01   -2.6066346844e+00   -1.2775667440e+01    5.1200000000e+03    2.1045649400e-01    7.6312662760e-01
        34   -1.0493557648e+01    1.1051444937e+02   -2.1985777836e+01    1.1492220188e+01   -7.2438730364e+00    6.5409617240e-01   -2.6203335317e+00   -1.2775667440e+01    5.1200000000e+03    2.1144090500e-01    7.6171061198e-01
        35   -1.0483413453e+01    1.1029247923e+02   -2.2013297814e+01    1.1529884361e+01   -7.1831766554e+00    5.8392435808e-01   -2.6383780762e+00   -1.2775667440e+01    5.1200000000e+03    2.1021934500e-01    7.6057128906e-01
        36   -1.0483044254e+01    1.1027077869e+02   -2.1968651256e+01    1.1485607002e+01   -7.1780989291e+00    5.8073163874e-01   -2.5956165251e+00   -1.2775667440e+01    5.1200000000e+03    2.1224684200e-01    7.6137695312e-01
        37   -1.0505250655e+01    1.1072720858e+02   -2.1902006192e+01    1.1396755537e+01   -7.0879934395e+00    6.1795938161e-01   -2.6563046937e+00   -1.2775667440e+01    5.1200000000e+03    2.1082674600e-01    7.6079101562e-01
        38   -1.0481258977e+01    1.1025769867e+02   -2.2070156188e+01    1.1588897211e+01   -7.3022067326e+00    6.2250374594e-01   -2.6147857610e+00   -1.2775667440e+01    5.1200000000e+03    2.1575727500e-01    7.5847981771e-01
        39   -1.0485342962e+01    1.1031579883e+02   -2.2020650459e+01    1.1535307497e+01   -7.2193543986e+00    6.1302556997e-01   -2.6386541904e+00   -1.2775667440e+01    5.1200000000e+03    2.1160853400e-01    7.5980631510e-01
        40   -1.0476100607e+01    1.1015713984e+02   -2.1877075509e+01    1.1400974902e+01   -7.1299937425e+00    6.5049977772e-01   -2.6219141043e+00   -1.2775667440e+01    5.1200000000e+03    2.1143325000e-01    7.6078287760e-01
        41   -1.0474975687e+01    1.1012167452e+02   -2.2018123084e+01    1.1543147397e+01   -7.2503839218e+00    6.2179373453e-01   -2.6138654568e+00   -1.2775667440e+01    5.1200000000e+03    2.1349929000e-01    7.6263834635e-01
        42   -1.0476843296e+01    1.1024098208e+02   -2.1990505552e+01    1.1513662256e+01   -7.2032352241e+00    5.9632742643e-01   -2.6079303140e+00   -1.2775667440e+01    5.1200000000e+03    2.1314969400e-01    7.5959472656e-01
        43   -1.0482729736e+01    1.1026924996e+02   -2.1950358869e+01    1.1467629133e+01   -7.2598428339e+00    6.7221438431e-01   -2.5870629795e+00   -1.2775667440e+01    5.1200000000e+03    2.1536363100e-01    7.6163736979e-01
        44   -1.0476024266e+01    1.1015778549e+02   -2.2049851827e+01    1.1573827561e+01   -7.2934476905e+00    6.1919783102e-01   -2.5999345271e+00   -1.2775667440e+01    5.1200000000e+03    2.1642421300e-01    7.6106770833e-01
        45   -1.0484298148e+01    1.1030599406e+02   -2.1983114105e+01    1.1498815957e+01   -7.2015827658e+00    6.1313914656e-01   -2.6190030456e+00   -1.2775667440e+01    5.1200000000e+03    2.1393077700e-01    7.6189778646e-01
        46   -1.0502507483e+01    1.1070198251e+02   -2.1974515188e+01    1.1472007705e+01   -7.2326297127e+00    6.5393978727e-01   -2.6201578225e+00   -1.2775667440e+01    5.1200000000e+03    2.1583703300e-01    7.6111653646e-01
        47   -1.0476674925e+01    1.1014805837e+02   -2.2065436364e+01    1.1588761439e+01   -7.2612606409e+00    6.0870482308e-01   -2.6372131060e+00   -1.2775667440e+01    5.1200000000e+03    2.1527255400e-01    7.6203613281e-01
        48   -1.0482482397e+01    1.1028370378e+02   -2.1929332658e+01    1.1446850261e+01   -7.1854048913e+00    6.4222852739e-01   -2.6104888537e+00   -1.2775667440e+01    5.1200000000e+03    2.1704327000e-01    7.6093750000e-01
        49   -1.0477708351e+01    1.1015045824e+02   -2.1940007655e+01    1.1462299304e+01   -7.1099361239e+00    5.8220369838e-01   -2.6366077893e+00   -1.2775667440e+01    5.1200000000e+03    2.1373188200e-01    7.6155598958e-01
        50   -1.0485199021e+01    1.1033107425e+02   -2.1995121345e+01    1.1509922323e+01   -7.1604630747e+00    5.7921666531e-01   -2.6382074953e+00   -1.2775667440e+01    5.1200000000e+03    2.1554921200e-01    7.6013997396e-01
        51   -1.0481139943e+01    1.1023163530e+02   -2.2054094204e+01    1.1572954261e+01   -7.2606048258e+00    6.1470923030e-01   -2.6325311678e+00   -1.2775667440e+01    5.1200000000e+03    2.1378650400e-01    7.6097819010e-01
        52   -1.0487871741e+01    1.1038274165e+02   -2.2107631259e+01    1.1619759518e+01   -7.3717919443e+00    6.4923010347e-01   -2.6094019775e+00   -1.2775667440e+01    5.1200000000e+03    2.1742185700e-01    7.5998535156e-01
        53   -1.0482937791e+01    1.1028785487e+02   -2.2019176630e+01    1.1536238839e+01   -7.2031949439e+00    5.8990480437e-01   -2.6302190505e+00   -1.2775667440e+01    5.1200000000e+03    2.1664487700e-01    7.6027832031e-01
        54   -1.0479626290e+01    1.1022798895e+02   -2.2026018286e+01    1.1546391997e+01   -7.2628753470e+00    6.1280998499e-01   -2.6002854843e+00   -1.2775667440e+01    5.1200000000e+03    2.1577110000e-01    7.6261393229e-01
