#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              MPC                 BlockWeight         BlockCPU            AcceptRatio         
       105   -1.0553554340e+01    1.1176377796e+02   -2.2125093877e+01    1.1571539537e+01   -7.2720327284e+00    5.9747105482e-01   -2.6748647636e+00   -1.2775667440e+01   -2.4347544754e+00    1.0296147980e+04    1.0133933170e+00    9.9441422188e-01
       106   -1.0541473225e+01    1.1173022052e+02   -2.2043450356e+01    1.1501977131e+01   -7.2073464231e+00    5.9894504806e-01   -2.6593815407e+00   -1.2775667440e+01   -2.4179494451e+00    1.0325175609e+04    1.0468616380e+00    9.9469733656e-01
       107   -1.0533677445e+01    1.1136111873e+02   -2.2179617596e+01    1.1645940151e+01   -7.3197479177e+00    6.1914031523e-01   -2.7033425535e+00   -1.2775667440e+01   -2.4644093851e+00    1.0296063804e+04    1.0130145570e+00    9.9402680653e-01
       108   -1.0506448671e+01    1.1074092565e+02   -2.2009716665e+01    1.1503267994e+01   -7.1151151859e+00    6.0869619207e-01   -2.7276302310e+00   -1.2775667440e+01   -2.4896393989e+00    1.0355815330e+04    1.0120747930e+00    9.9490780963e-01
       109   -1.0527620966e+01    1.1117994572e+02   -2.1837618783e+01    1.1309997818e+01   -6.9736691402e+00    6.3149537932e-01   -2.7197775821e+00   -1.2775667440e+01   -2.4755669469e+00    1.0313323416e+04    1.0100807160e+00    9.9447353112e-01
       110   -1.0527446735e+01    1.1120298949e+02   -2.1854875567e+01    1.1327428832e+01   -7.0023476414e+00    6.1316098147e-01   -2.6900214672e+00   -1.2775667440e+01   -2.4461424908e+00    1.0333082380e+04    1.0115187000e+00    9.9481081866e-01
       111   -1.0542434614e+01    1.1149664523e+02   -2.1884030907e+01    1.1341596293e+01   -7.0155164483e+00    5.9936628865e-01   -2.6922133066e+00   -1.2775667440e+01   -2.4521461186e+00    1.0376195123e+04    9.9628371800e-01    9.9485591750e-01
       112   -1.0544531614e+01    1.1157745581e+02   -2.1978052745e+01    1.1433521131e+01   -7.0846794399e+00    5.6518973280e-01   -2.6828955975e+00   -1.2775667440e+01   -2.4447237272e+00    1.0443781833e+04    1.0026020450e+00    9.9447050938e-01
       113   -1.0533280983e+01    1.1130767189e+02   -2.1804640077e+01    1.1271359093e+01   -6.9999419230e+00    6.4445985474e-01   -2.6734905682e+00   -1.2775667440e+01   -2.4356709415e+00    1.0400931439e+04    9.6875985300e-01    9.9440011536e-01
       114   -1.0531576498e+01    1.1127728188e+02   -2.1924266123e+01    1.1392689625e+01   -7.0934997788e+00    6.0664286889e-01   -2.6617417729e+00   -1.2775667440e+01   -2.4245374738e+00    1.0301796353e+04    1.0069358410e+00    9.9421228888e-01
       115   -1.0554694062e+01    1.1179175592e+02   -2.1963129998e+01    1.1408435937e+01   -7.1197491286e+00    6.1504443174e-01   -2.6827578613e+00   -1.2775667440e+01   -2.4493984239e+00    1.0336729885e+04    1.0263805840e+00    9.9479922593e-01
       116   -1.0547913715e+01    1.1165653252e+02   -2.1997280478e+01    1.1449366763e+01   -7.2392483381e+00    6.9471468582e-01   -2.6770793851e+00   -1.2775667440e+01   -2.4415833303e+00    1.0404594838e+04    1.0453789860e+00    9.9466551326e-01
       117   -1.0539658013e+01    1.1144977145e+02   -2.2072088469e+01    1.1532430456e+01   -7.2523578475e+00    6.3715590361e-01   -2.6812190847e+00   -1.2775667440e+01   -2.4454189011e+00    1.0413551526e+04    1.0315962210e+00    9.9506673708e-01
       118   -1.0531493936e+01    1.1128903134e+02   -2.2130199272e+01    1.1598705336e+01   -7.2849740163e+00    6.0916467669e-01   -2.6787224917e+00   -1.2775667440e+01   -2.4481881740e+00    1.0323342758e+04    9.9507323000e-01    9.9472103836e-01
       119   -1.0533143605e+01    1.1132175073e+02   -2.2103355394e+01    1.1570211789e+01   -7.3095580804e+00    6.5851238112e-01   -2.6766422544e+00   -1.2775667440e+01   -2.4422255410e+00    1.0383177947e+04    1.0155659890e+00    9.9463116333e-01
       120   -1.0526303252e+01    1.1119362823e+02   -2.2159025213e+01    1.1632721961e+01   -7.3520056187e+00    6.6375388297e-01   -2.6951060372e+00   -1.2775667440e+01   -2.4595065229e+00    1.0330931050e+04    9.9943139200e-01    9.9488240418e-01
       121   -1.0526236994e+01    1.1125204410e+02   -2.2014385014e+01    1.1488148021e+01   -7.1888048343e+00    6.1066047139e-01   -2.6605732112e+00   -1.2775667440e+01   -2.4272335186e+00    1.0345641217e+04    1.0192070840e+00    9.9475693438e-01
       122   -1.0533118182e+01    1.1132135899e+02   -2.1936605918e+01    1.1403487736e+01   -7.1288582015e+00    6.3545145936e-01   -2.6675317354e+00   -1.2775667440e+01   -2.4268772637e+00    1.0380227132e+04    9.9271868300e-01    9.9501493112e-01
       123   -1.0535507288e+01    1.1137340462e+02   -2.2031761733e+01    1.1496254445e+01   -7.1547717544e+00    5.9497526129e-01   -2.6962978000e+00   -1.2775667440e+01   -2.4654348467e+00    1.0452712237e+04    9.7239842600e-01    9.9515735604e-01
       124   -1.0527464364e+01    1.1120893930e+02   -2.2119315685e+01    1.1591851322e+01   -7.2182023887e+00    5.7123806784e-01   -2.6966839241e+00   -1.2775667440e+01   -2.4647817833e+00    1.0459635449e+04    9.6418469400e-01    9.9445612694e-01
       125   -1.0553622406e+01    1.1173164558e+02   -2.2096131409e+01    1.1542509003e+01   -7.2880556983e+00    6.4198259443e-01   -2.6743908646e+00   -1.2775667440e+01   -2.4425809305e+00    1.0460321809e+04    9.9265991500e-01    9.9467017208e-01
       126   -1.0543481930e+01    1.1155786878e+02   -2.2041578388e+01    1.1498096458e+01   -7.1577722964e+00    5.9948944461e-01   -2.7076280960e+00   -1.2775667440e+01   -2.4759663932e+00    1.0485847668e+04    1.0293324440e+00    9.9449318203e-01
       127   -1.0537531219e+01    1.1138725864e+02   -2.1949265377e+01    1.1411734158e+01   -7.0297148545e+00    5.7073177090e-01   -2.7146148527e+00   -1.2775667440e+01   -2.4749799845e+00    1.0478516723e+04    1.0257478720e+00    9.9477576336e-01
       128   -1.0524014510e+01    1.1111148296e+02   -2.2042270981e+01    1.1518256471e+01   -7.1667844681e+00    5.9827899797e-01   -2.6980980706e+00   -1.2775667440e+01   -2.4516067345e+00    1.0571549540e+04    1.0191663220e+00    9.9486997636e-01
       129   -1.0515185634e+01    1.1091533187e+02   -2.1792860383e+01    1.1277674748e+01   -6.9241163548e+00    5.8582731406e-01   -2.6789039016e+00   -1.2775667440e+01   -2.4362944670e+00    1.0625711381e+04    9.9480372000e-01    9.9468535415e-01
       130   -1.0539976565e+01    1.1146457608e+02   -2.1814475494e+01    1.1274498929e+01   -6.9407345376e+00    6.1924532416e-01   -2.7173188401e+00   -1.2775667440e+01   -2.4791163736e+00    1.0662647780e+04    1.0410092680e+00    9.9474967185e-01
       131   -1.0529978639e+01    1.1125215140e+02   -2.1823055613e+01    1.1293076974e+01   -6.9959619457e+00    6.4036971471e-01   -2.6917959420e+00   -1.2775667440e+01   -2.4542613399e+00    1.0674786126e+04    1.0321060130e+00    9.9488482068e-01
       132   -1.0530390595e+01    1.1123228560e+02   -2.1910840148e+01    1.1380449553e+01   -7.1516454455e+00    7.1651034398e-01   -2.7000376059e+00   -1.2775667440e+01   -2.4594337871e+00    1.0654998999e+04    1.0145937300e+00    9.9540294587e-01
       133   -1.0527248563e+01    1.1117937824e+02   -2.1965815167e+01    1.1438566604e+01   -7.2292645987e+00    6.9609653291e-01   -2.6569796610e+00   -1.2775667440e+01   -2.4119901604e+00    1.0590246694e+04    1.0292128830e+00    9.9437181423e-01
       134   -1.0520930951e+01    1.1109657409e+02   -2.1949451325e+01    1.1428520375e+01   -7.1501352261e+00    6.3326393379e-01   -2.6569125928e+00   -1.2775667440e+01   -2.4087920693e+00    1.0557892607e+04    1.0236508630e+00    9.9512402954e-01
       135   -1.0533259003e+01    1.1130514355e+02   -2.1999902917e+01    1.1466643914e+01   -7.0810101809e+00    6.0796188852e-01   -2.7511871841e+00   -1.2775667440e+01   -2.5106302974e+00    1.0551321457e+04    1.0421510170e+00    9.9534536669e-01
       136   -1.0552013499e+01    1.1170394628e+02   -2.1994610034e+01    1.1442596535e+01   -7.0194528907e+00    5.7036411940e-01   -2.7698538225e+00   -1.2775667440e+01   -2.5340291248e+00    1.0550498199e+04    1.0834390860e+00    9.9436072410e-01
       137   -1.0539256217e+01    1.1143186052e+02   -2.2084529472e+01    1.1545273254e+01   -7.2401230461e+00    6.3337055315e-01   -2.7021095384e+00   -1.2775667440e+01   -2.4633874171e+00    1.0546957180e+04    1.1143810510e+00    9.9490473031e-01
       138   -1.0551647701e+01    1.1174824878e+02   -2.2080991265e+01    1.1529343564e+01   -7.2828950583e+00    6.4036599301e-01   -2.6627947597e+00   -1.2775667440e+01   -2.4201185648e+00    1.0543067903e+04    1.1245452310e+00    9.9473634294e-01
       139   -1.0532801517e+01    1.1129864778e+02   -2.2041804295e+01    1.1509002778e+01   -7.1903456868e+00    6.1542467528e-01   -2.6912158432e+00   -1.2775667440e+01   -2.4532965325e+00    1.0535651711e+04    1.0910713300e+00    9.9463845132e-01
       140   -1.0542376218e+01    1.1155203264e+02   -2.2056556766e+01    1.1514180548e+01   -7.2778019561e+00    6.6889437347e-01   -2.6719817433e+00   -1.2775667440e+01   -2.4393446740e+00    1.0403328794e+04    1.0129577370e+00    9.9488177624e-01
       141   -1.0543828502e+01    1.1157003071e+02   -2.2259964923e+01    1.1716136421e+01   -7.5319629247e+00    7.0630396068e-01   -2.6586385183e+00   -1.2775667440e+01   -2.4231983732e+00    1.0361431932e+04    1.0269911640e+00    9.9431763343e-01
       142   -1.0525263379e+01    1.1115262887e+02   -2.2306928701e+01    1.1781665322e+01   -7.4596660561e+00    5.9513218080e-01   -2.6667273856e+00   -1.2775667440e+01   -2.4263224310e+00    1.0439907778e+04    1.0214722600e+00    9.9467295537e-01
       143   -1.0519522052e+01    1.1116998291e+02   -2.2275099751e+01    1.1755577699e+01   -7.4283530784e+00    5.9965187704e-01   -2.6707311098e+00   -1.2775667440e+01   -2.4263516218e+00    1.0409252017e+04    1.0234574070e+00    9.9463359585e-01
       144   -1.0521639126e+01    1.1108733859e+02   -2.2247265815e+01    1.1725626689e+01   -7.4491238415e+00    6.3901141244e-01   -2.6614859454e+00   -1.2775667440e+01   -2.4175206779e+00    1.0476011860e+04    1.0244894430e+00    9.9423847695e-01
       145   -1.0532789977e+01    1.1133482454e+02   -2.2189445286e+01    1.1656655309e+01   -7.4585474715e+00    6.6959600638e-01   -2.6248263809e+00   -1.2775667440e+01   -2.3800027089e+00    1.0404594046e+04    1.0215691310e+00    9.9457044013e-01
       146   -1.0538169142e+01    1.1143279642e+02   -2.2083222003e+01    1.1545052861e+01   -7.4112696591e+00    7.5213639963e-01   -2.6484213029e+00   -1.2775667440e+01   -2.4020376325e+00    1.0429222285e+04    1.0246330410e+00    9.9453499521e-01
       147   -1.0533401157e+01    1.1145371685e+02   -2.2134702060e+01    1.1601300903e+01   -7.3009276024e+00    6.1538107743e-01   -2.6734880952e+00   -1.2775667440e+01   -2.4322675045e+00    1.0470001129e+04    1.0699295210e+00    9.9449723071e-01
       148   -1.0523474490e+01    1.1111880968e+02   -2.2272459570e+01    1.1748985080e+01   -7.4536799964e+00    5.9549520710e-01   -2.6386073403e+00   -1.2775667440e+01   -2.3948401612e+00    1.0404865637e+04    1.0646190890e+00    9.9487124051e-01
       149   -1.0517858708e+01    1.1097606353e+02   -2.2202332103e+01    1.1684473395e+01   -7.3820369245e+00    6.2622437021e-01   -2.6708521084e+00   -1.2775667440e+01   -2.4334468770e+00    1.0380489340e+04    1.0512268970e+00    9.9464268516e-01
       150   -1.0551166318e+01    1.1169451779e+02   -2.2087935114e+01    1.1536768796e+01   -7.2458519656e+00    6.3976135131e-01   -2.7061770596e+00   -1.2775667440e+01   -2.4675304002e+00    1.0434111804e+04    1.0587044190e+00    9.9472877132e-01
       151   -1.0550444241e+01    1.1168558456e+02   -2.2080727064e+01    1.1530282823e+01   -7.2200911948e+00    6.2801243354e-01   -2.7129808624e+00   -1.2775667440e+01   -2.4759080107e+00    1.0434382860e+04    1.0471632620e+00    9.9480065172e-01
       152   -1.0540774274e+01    1.1151315601e+02   -2.2230073291e+01    1.1689299017e+01   -7.3628169094e+00    6.0080412515e-01   -2.6923930669e+00   -1.2775667440e+01   -2.4538293530e+00    1.0431188105e+04    1.0182143100e+00    9.9459595475e-01
       153   -1.0525704301e+01    1.1116981210e+02   -2.2220632875e+01    1.1694928573e+01   -7.3158215860e+00    5.5682772505e-01   -2.6859715736e+00   -1.2775667440e+01   -2.4386985433e+00    1.0445632272e+04    1.0733402780e+00    9.9462815850e-01
       154   -1.0517497068e+01    1.1099968679e+02   -2.2186577408e+01    1.1669080339e+01   -7.2853901838e+00    5.4670351107e-01   -2.6722232948e+00   -1.2775667440e+01   -2.4286096100e+00    1.0411163126e+04    1.0741359580e+00    9.9475465719e-01
       155   -1.0509693076e+01    1.1084526471e+02   -2.2380948142e+01    1.1871255066e+01   -7.5874730585e+00    6.2525390512e-01   -2.6430615488e+00   -1.2775667440e+01   -2.4026803073e+00    1.0320014156e+04    1.0957626150e+00    9.9462365591e-01
       156   -1.0507862205e+01    1.1081158660e+02   -2.2340706398e+01    1.1832844193e+01   -7.5794620786e+00    6.2254374180e-01   -2.6081206210e+00   -1.2775667440e+01   -2.3597173991e+00    1.0251717310e+04    1.0988835340e+00    9.9463623952e-01
       157   -1.0514108725e+01    1.1095392959e+02   -2.2090828767e+01    1.1576720042e+01   -7.3214784674e+00    6.1963821544e-01   -2.6133210749e+00   -1.2775667440e+01   -2.3634196092e+00    1.0262057417e+04    1.0780631400e+00    9.9507989088e-01
       158   -1.0507903765e+01    1.1085941779e+02   -2.2092831894e+01    1.1584928130e+01   -7.3587467484e+00    6.6860761268e-01   -2.6270253182e+00   -1.2775667440e+01   -2.3846103625e+00    1.0312082707e+04    1.1096412510e+00    9.9509209889e-01
       159   -1.0522002815e+01    1.1109540629e+02   -2.2264443948e+01    1.1742441133e+01   -7.5148012200e+00    6.6879444628e-01   -2.6427697345e+00   -1.2775667440e+01   -2.4039044622e+00    1.0241288996e+04    1.0668467600e+00    9.9472759227e-01
       160   -1.0530251018e+01    1.1124373997e+02   -2.2240676763e+01    1.1710425745e+01   -7.4593238869e+00    6.7224618994e-01   -2.6779316254e+00   -1.2775667440e+01   -2.4370307033e+00    1.0278811617e+04    1.0707124090e+00    9.9453983851e-01
       161   -1.0540485421e+01    1.1143970503e+02   -2.2077211971e+01    1.1536726550e+01   -7.2390023910e+00    6.2405258361e-01   -2.6865947236e+00   -1.2775667440e+01   -2.4455226540e+00    1.0328181836e+04    1.0575285910e+00    9.9478359799e-01
       162   -1.0553013849e+01    1.1174583366e+02   -2.2068163879e+01    1.1515150030e+01   -7.2938169250e+00    6.6158744869e-01   -2.6602669626e+00   -1.2775667440e+01   -2.4228582319e+00    1.0404953745e+04    1.0079766980e+00    9.9486976163e-01
       163   -1.0540162425e+01    1.1149948938e+02   -2.2087212843e+01    1.1547050418e+01   -7.3490026881e+00    6.7430839273e-01   -2.6368511076e+00   -1.2775667440e+01   -2.3998099022e+00    1.0434398574e+04    9.9808858800e-01    9.9490896023e-01
       164   -1.0523749065e+01    1.1114054825e+02   -2.2078525221e+01    1.1554776155e+01   -7.3812897567e+00    6.9588173529e-01   -2.6174497589e+00   -1.2775667440e+01   -2.3820272355e+00    1.0417637396e+04    9.9472269900e-01    9.9448176583e-01
       165   -1.0534752709e+01    1.1136640410e+02   -2.2099501252e+01    1.1564748543e+01   -7.3166988943e+00    6.6042983935e-01   -2.6675647570e+00   -1.2775667440e+01   -2.4340536925e+00    1.0378202028e+04    1.0304391410e+00    9.9485740437e-01
       166   -1.0528121184e+01    1.1124656618e+02   -2.2088515159e+01    1.1560393974e+01   -7.2409162111e+00    6.0172867577e-01   -2.6736601832e+00   -1.2775667440e+01   -2.4384604301e+00    1.0294232058e+04    9.9870855000e-01    9.9481544439e-01
       167   -1.0519976162e+01    1.1107642154e+02   -2.1998047906e+01    1.1478071745e+01   -7.1651119649e+00    6.2431964674e-01   -2.6815881481e+00   -1.2775667440e+01   -2.4484013326e+00    1.0263841096e+04    9.7968260200e-01    9.9486117876e-01
       168   -1.0506393816e+01    1.1076444315e+02   -2.1996141406e+01    1.1489747590e+01   -7.1937585287e+00    6.1765079020e-01   -2.6443662274e+00   -1.2775667440e+01   -2.4075736513e+00    1.0282025111e+04    1.0590413930e+00    9.9484686437e-01
       169   -1.0520706926e+01    1.1101719918e+02   -2.2090056212e+01    1.1569349285e+01   -7.2852009061e+00    6.4547005848e-01   -2.6746579238e+00   -1.2775667440e+01   -2.4371487499e+00    1.0309534186e+04    1.0605050540e+00    9.9513868684e-01
       170   -1.0533386132e+01    1.1137324623e+02   -2.2202047936e+01    1.1668661804e+01   -7.3293509042e+00    5.6465496687e-01   -2.6616845589e+00   -1.2775667440e+01   -2.4229959556e+00    1.0339231173e+04    1.0351855850e+00    9.9418520309e-01
       171   -1.0512074704e+01    1.1086154466e+02   -2.2373511231e+01    1.1861436527e+01   -7.5258701347e+00    5.7300632026e-01   -2.6449799764e+00   -1.2775667440e+01   -2.4034221900e+00    1.0376126583e+04    1.0295368510e+00    9.9478514308e-01
       172   -1.0505184099e+01    1.1078678870e+02   -2.2422415498e+01    1.1917231399e+01   -7.6184932495e+00    5.7996401296e-01   -2.6082188215e+00   -1.2775667440e+01   -2.3666698395e+00    1.0410974425e+04    1.0499748620e+00    9.9473115699e-01
       173   -1.0509081392e+01    1.1084843944e+02   -2.2391453020e+01    1.1882371628e+01   -7.5742992514e+00    5.6886044105e-01   -2.6103467690e+00   -1.2775667440e+01   -2.3728146226e+00    1.0465764959e+04    1.0177896940e+00    9.9447230181e-01
       174   -1.0507762686e+01    1.1076619220e+02   -2.2309223166e+01    1.1801460480e+01   -7.5067706240e+00    6.1652562154e-01   -2.6433107229e+00   -1.2775667440e+01   -2.3989755753e+00    1.0443817020e+04    1.0241899330e+00    9.9533403522e-01
       175   -1.0513674507e+01    1.1093086195e+02   -2.2384669334e+01    1.1870994827e+01   -7.5906901351e+00    5.8723585789e-01   -2.6055476166e+00   -1.2775667440e+01   -2.3581856789e+00    1.0431252701e+04    1.0438986670e+00    9.9468136080e-01
       176   -1.0517131393e+01    1.1096636682e+02   -2.2264616691e+01    1.1747485298e+01   -7.5499925639e+00    6.6206624422e-01   -2.6010229308e+00   -1.2775667440e+01   -2.3589149230e+00    1.0425269986e+04    1.1268418930e+00    9.9455792098e-01
       177   -1.0519058121e+01    1.1100275965e+02   -2.2306719572e+01    1.1787661451e+01   -7.5554376001e+00    6.8510037985e-01   -2.6607149116e+00   -1.2775667440e+01   -2.4202133070e+00    1.0418113664e+04    1.0203391130e+00    9.9453027541e-01
       178   -1.0523282829e+01    1.1110043024e+02   -2.2214239834e+01    1.1690957005e+01   -7.4460130503e+00    6.6385793741e-01   -2.6564172809e+00   -1.2775667440e+01   -2.4090387937e+00    1.0435688845e+04    1.0065817780e+00    9.9449128185e-01
       179   -1.0508882555e+01    1.1084200954e+02   -2.2091075226e+01    1.1582192671e+01   -7.3571840591e+00    6.7744573610e-01   -2.6356694627e+00   -1.2775667440e+01   -2.3847257164e+00    1.0396300460e+04    1.0094778350e+00    9.9468750000e-01
       180   -1.0498062238e+01    1.1057790054e+02   -2.1951989831e+01    1.1453927593e+01   -7.1409861611e+00    6.2980535581e-01   -2.6651415857e+00   -1.2775667440e+01   -2.4216355035e+00    1.0243723900e+04    9.8911716500e-01    9.9487654923e-01
       181   -1.0528789996e+01    1.1124056037e+02   -2.2065520063e+01    1.1536730067e+01   -7.2274797159e+00    5.9288898353e-01   -2.6552618900e+00   -1.2775667440e+01   -2.4124678836e+00    1.0216297585e+04    9.8277839000e-01    9.9460405247e-01
       182   -1.0538155574e+01    1.1145865909e+02   -2.2021872754e+01    1.1483717179e+01   -7.1698747053e+00    5.6857397313e-01   -2.6449045811e+00   -1.2775667440e+01   -2.3972863586e+00    1.0244924962e+04    9.7752407000e-01    9.9438695822e-01
       183   -1.0511780793e+01    1.1087132596e+02   -2.1870699697e+01    1.1358918904e+01   -7.0089942359e+00    5.6691040059e-01   -2.6529484214e+00   -1.2775667440e+01   -2.4060496488e+00    1.0233519707e+04    9.8485344900e-01    9.9512701514e-01
       184   -1.0527940598e+01    1.1123900784e+02   -2.1972653258e+01    1.1444712660e+01   -7.2221012165e+00    6.6990435604e-01   -2.6447889574e+00   -1.2775667440e+01   -2.4013062190e+00    1.0169463654e+04    9.9129235400e-01    9.9459140525e-01
       185   -1.0527887624e+01    1.1118742146e+02   -2.1856599356e+01    1.1328711733e+01   -7.0642076755e+00    6.3506855635e-01   -2.6517927969e+00   -1.2775667440e+01   -2.4096610548e+00    1.0175725049e+04    9.7940051900e-01    9.9474201474e-01
       186   -1.0514748247e+01    1.1093694198e+02   -2.1871137150e+01    1.1356388903e+01   -7.1070055500e+00    6.2474308322e-01   -2.6132072435e+00   -1.2775667440e+01   -2.3701572336e+00    1.0066211869e+04    9.7732080300e-01    9.9452364395e-01
       187   -1.0510505336e+01    1.1084741659e+02   -2.1853603390e+01    1.1343098054e+01   -7.0533855332e+00    6.3461569769e-01   -2.6591661138e+00   -1.2775667440e+01   -2.4169851418e+00    1.0043388722e+04    9.6967843400e-01    9.9490938962e-01
       188   -1.0501385877e+01    1.1064783320e+02   -2.2064001127e+01    1.1562615249e+01   -7.3265395581e+00    6.6927732338e-01   -2.6310714518e+00   -1.2775667440e+01   -2.3842946173e+00    1.0071812455e+04    1.0138392720e+00    9.9476322843e-01
       189   -1.0520947155e+01    1.1105575497e+02   -2.2057822571e+01    1.1536875416e+01   -7.3056454908e+00    6.8051876501e-01   -2.6570284045e+00   -1.2775667440e+01   -2.4084093946e+00    1.0142368941e+04    1.0269173860e+00    9.9440445671e-01
       190   -1.0513409224e+01    1.1093975741e+02   -2.2094604560e+01    1.1581195336e+01   -7.2572062683e+00    5.9809216621e-01   -2.6598230175e+00   -1.2775667440e+01   -2.4159578841e+00    1.0175327635e+04    9.6594959500e-01    9.9493907233e-01
       191   -1.0524174459e+01    1.1114418484e+02   -2.2099262631e+01    1.1575088172e+01   -7.2758472042e+00    6.1669174373e-01   -2.6644397302e+00   -1.2775667440e+01   -2.4231216449e+00    1.0200079516e+04    9.9173287700e-01    9.9436274510e-01
       192   -1.0518751772e+01    1.1103152056e+02   -2.2138407732e+01    1.1619655960e+01   -7.2773883904e+00    5.8292082592e-01   -2.6682727277e+00   -1.2775667440e+01   -2.4256143217e+00    1.0202682296e+04    1.0235523400e+00    9.9484220327e-01
       193   -1.0506755916e+01    1.1082481513e+02   -2.2128490290e+01    1.1621734374e+01   -7.2532957457e+00    5.4447237112e-01   -2.6439994753e+00   -1.2775667440e+01   -2.4043668487e+00    1.0154585096e+04    1.0254240090e+00    9.9414139425e-01
       194   -1.0527963164e+01    1.1120603081e+02   -2.2151994095e+01    1.1624030931e+01   -7.1384458975e+00    5.0257139110e-01   -2.7404521482e+00   -1.2775667440e+01   -2.5031354631e+00    1.0149816818e+04    9.7307579900e-01    9.9486402601e-01
       195   -1.0505906765e+01    1.1075641064e+02   -2.2023423427e+01    1.1517516662e+01   -7.0501221323e+00    5.2854033004e-01   -2.7261741850e+00   -1.2775667440e+01   -2.4855712907e+00    1.0084453423e+04    9.8359287000e-01    9.9499256321e-01
       196   -1.0507828212e+01    1.1078108731e+02   -2.1917278711e+01    1.1409450500e+01   -7.0780073054e+00    6.2660461455e-01   -2.6902085802e+00   -1.2775667440e+01   -2.4510175812e+00    1.0061846483e+04    9.7494444600e-01    9.9455873584e-01
       197   -1.0529761955e+01    1.1123047762e+02   -2.1795037237e+01    1.1265275281e+01   -6.9570393111e+00    6.3764243217e-01   -2.6999729175e+00   -1.2775667440e+01   -2.4663990411e+00    1.0052074309e+04    9.7994718100e-01    9.9486318408e-01
       198   -1.0530961195e+01    1.1124993919e+02   -2.1801483836e+01    1.1270522641e+01   -7.0245289089e+00    6.4763273396e-01   -2.6489202211e+00   -1.2775667440e+01   -2.4131698997e+00    1.0063090133e+04    9.9305530900e-01    9.9480667926e-01
       199   -1.0538420407e+01    1.1146628099e+02   -2.1907347141e+01    1.1368926733e+01   -7.1220293033e+00    6.7322408979e-01   -2.6828744868e+00   -1.2775667440e+01   -2.4438345409e+00    1.0091303488e+04    9.6977431500e-01    9.9469719496e-01
