#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              MPC                 BlockWeight         BlockCPU            AcceptRatio         
        12   -1.0498194197e+01    1.1057815165e+02   -2.2033881264e+01    1.1535687067e+01   -7.2449226842e+00    6.0568877869e-01   -2.6189799180e+00   -1.2775667440e+01   -2.3676602805e+00    5.1200000000e+03    4.2150493100e-01    7.5785319010e-01
        13   -1.0469633741e+01    1.1003032299e+02   -2.2004101494e+01    1.1534467753e+01   -7.2846547121e+00    6.1803831338e-01   -2.5618176552e+00   -1.2775667440e+01   -2.3037582424e+00    5.1200000000e+03    4.3169152200e-01    7.6427408854e-01
        14   -1.0483022697e+01    1.1030474905e+02   -2.2009272120e+01    1.1526249423e+01   -7.2460298982e+00    6.1965811331e-01   -2.6072328951e+00   -1.2775667440e+01   -2.3544385305e+00    5.1200000000e+03    4.2057476300e-01    7.6250000000e-01
        15   -1.0502239595e+01    1.1073821639e+02   -2.2041502470e+01    1.1539262875e+01   -7.2787445933e+00    6.2068546551e-01   -2.6077759019e+00   -1.2775667440e+01   -2.3586415316e+00    5.1200000000e+03    4.3272315400e-01    7.6075846354e-01
        16   -1.0482774883e+01    1.1029245489e+02   -2.2103560851e+01    1.1620785968e+01   -7.3199401572e+00    5.8709628564e-01   -2.5950495392e+00   -1.2775667440e+01   -2.3414010550e+00    5.1200000000e+03    4.2773106800e-01    7.6118977865e-01
        17   -1.0476165342e+01    1.1014937183e+02   -2.1960222052e+01    1.1484056710e+01   -7.1434207276e+00    5.8376059229e-01   -2.6248944765e+00   -1.2775667440e+01   -2.3688184329e+00    5.1200000000e+03    4.2902402300e-01    7.6206868490e-01
        18   -1.0468280650e+01    1.0996474531e+02   -2.2057511105e+01    1.1589230455e+01   -7.2450058980e+00    5.7225965612e-01   -2.6090974228e+00   -1.2775667440e+01   -2.3530971270e+00    5.1200000000e+03    4.3831750800e-01    7.6004231771e-01
        19   -1.0489569696e+01    1.1045892981e+02   -2.2003910448e+01    1.1514340752e+01   -7.2656859586e+00    6.5644867169e-01   -2.6190057207e+00   -1.2775667440e+01   -2.3621697611e+00    5.1200000000e+03    4.3634975600e-01    7.6193847656e-01
        20   -1.0498028172e+01    1.1067650644e+02   -2.1979146076e+01    1.1481117904e+01   -7.2056281260e+00    6.2320358610e-01   -2.6210540960e+00   -1.2775667440e+01   -2.3700077645e+00    5.1200000000e+03    4.3920890200e-01    7.6114908854e-01
        21   -1.0493804405e+01    1.1047769202e+02   -2.2028627532e+01    1.1534823127e+01   -7.2290724350e+00    6.1356565263e-01   -2.6374533093e+00   -1.2775667440e+01   -2.3880923783e+00    5.1200000000e+03    4.3854305200e-01    7.5839843750e-01
        22   -1.0487933588e+01    1.1038666993e+02   -2.1928733783e+01    1.1440800195e+01   -7.1252524948e+00    6.1669567739e-01   -2.6445095257e+00   -1.2775667440e+01   -2.3886235151e+00    5.1200000000e+03    4.3551887300e-01    7.6206054688e-01
        23   -1.0473857136e+01    1.1009358565e+02   -2.1981294184e+01    1.1507437048e+01   -7.2104616543e+00    6.0711763194e-01   -2.6022827214e+00   -1.2775667440e+01   -2.3448256871e+00    5.1200000000e+03    4.3367194600e-01    7.6379394531e-01
        24   -1.0492768381e+01    1.1049493735e+02   -2.2020000383e+01    1.1527232002e+01   -7.2659070873e+00    6.2225963739e-01   -2.6006854931e+00   -1.2775667440e+01   -2.3466271902e+00    5.1200000000e+03    4.3797098500e-01    7.6087239583e-01
        25   -1.0491235146e+01    1.1049845472e+02   -2.1999470710e+01    1.1508235564e+01   -7.2145170650e+00    5.9253357295e-01   -2.6018197779e+00   -1.2775667440e+01   -2.3474560560e+00    5.1200000000e+03    4.3151951100e-01    7.6304524740e-01
        26   -1.0492214461e+01    1.1054098083e+02   -2.2053622110e+01    1.1561407649e+01   -7.3221036383e+00    6.5238788200e-01   -2.6082389135e+00   -1.2775667440e+01   -2.3577163862e+00    5.1200000000e+03    4.4386316900e-01    7.6145019531e-01
        27   -1.0505052934e+01    1.1075507767e+02   -2.2035919241e+01    1.1530866307e+01   -7.2175292889e+00    6.1614807978e-01   -2.6588705915e+00   -1.2775667440e+01   -2.4120970393e+00    5.1200000000e+03    4.4006589200e-01    7.6026204427e-01
        28   -1.0487514415e+01    1.1037384313e+02   -2.2191122823e+01    1.1703608409e+01   -7.4679385851e+00    6.4241524539e-01   -2.5899320432e+00   -1.2775667440e+01   -2.3384007726e+00    5.1200000000e+03    4.3740096600e-01    7.5909830729e-01
        29   -1.0485205604e+01    1.1034652482e+02   -2.2131640822e+01    1.1646435218e+01   -7.3538963785e+00    6.0507853977e-01   -2.6071555433e+00   -1.2775667440e+01   -2.3527781298e+00    5.1200000000e+03    4.4278066600e-01    7.6107584635e-01
        30   -1.0473229114e+01    1.1010150072e+02   -2.2080077774e+01    1.1606848660e+01   -7.2925558654e+00    5.8760682812e-01   -2.5994612963e+00   -1.2775667440e+01   -2.3464868730e+00    5.1200000000e+03    4.3593068900e-01    7.5954589844e-01
        31   -1.0493974281e+01    1.1051269084e+02   -2.2059909641e+01    1.1565935360e+01   -7.3290272105e+00    6.5988904309e-01   -2.6151040329e+00   -1.2775667440e+01   -2.3625124991e+00    5.1200000000e+03    4.3875478900e-01    7.5968424479e-01
        32   -1.0495636452e+01    1.1055183566e+02   -2.1985778585e+01    1.1490142133e+01   -7.2574204902e+00    6.4445620678e-01   -2.5971468614e+00   -1.2775667440e+01   -2.3403139770e+00    5.1200000000e+03    4.4539926500e-01    7.6155598958e-01
        33   -1.0489046369e+01    1.1041538926e+02   -2.2137324600e+01    1.1648278232e+01   -7.3601033213e+00    6.2523344272e-01   -2.6267872816e+00   -1.2775667440e+01   -2.3711707567e+00    5.1200000000e+03    4.4922933300e-01    7.5925292969e-01
        34   -1.0476745791e+01    1.1023523975e+02   -2.1828118296e+01    1.1351372505e+01   -7.0899999602e+00    6.4164064416e-01   -2.6040915395e+00   -1.2775667440e+01   -2.3462303769e+00    5.1200000000e+03    4.4173721100e-01    7.5939127604e-01
        35   -1.0481048002e+01    1.1026119572e+02   -2.2144706707e+01    1.1663658704e+01   -7.3913364244e+00    6.1074239813e-01   -2.5884452402e+00   -1.2775667440e+01   -2.3340182867e+00    5.1200000000e+03    4.4975909600e-01    7.5898437500e-01
        36   -1.0481339701e+01    1.1022430034e+02   -2.1993274618e+01    1.1511934917e+01   -7.1469988312e+00    5.5731755744e-01   -2.6279259036e+00   -1.2775667440e+01   -2.3761260316e+00    5.1200000000e+03    4.6034169200e-01    7.6105143229e-01
        37   -1.0491360248e+01    1.1049392597e+02   -2.2053748382e+01    1.1562388134e+01   -7.2978194404e+00    6.3665433942e-01   -2.6169158409e+00   -1.2775667440e+01   -2.3606489861e+00    5.1200000000e+03    4.4285141300e-01    7.5976562500e-01
        38   -1.0476338203e+01    1.1013615655e+02   -2.2008871962e+01    1.1532533759e+01   -7.0872675934e+00    5.0227984299e-01   -2.6482167710e+00   -1.2775667440e+01   -2.3939356139e+00    5.1200000000e+03    4.5629409900e-01    7.6180013021e-01
        39   -1.0497539441e+01    1.1057384254e+02   -2.1991465288e+01    1.1493925848e+01   -7.1792028689e+00    6.1538787341e-01   -2.6519828524e+00   -1.2775667440e+01   -2.4069479906e+00    5.1200000000e+03    4.5744071600e-01    7.6127929687e-01
        40   -1.0472791534e+01    1.1004998760e+02   -2.1956234074e+01    1.1483442541e+01   -7.1463658661e+00    5.9050948891e-01   -2.6247102568e+00   -1.2775667440e+01   -2.3716203407e+00    5.1200000000e+03    4.5986031300e-01    7.6286621094e-01
        41   -1.0473396139e+01    1.1007139472e+02   -2.1992671928e+01    1.1519275789e+01   -7.1840175860e+00    6.0978657106e-01   -2.6427734728e+00   -1.2775667440e+01   -2.3866195717e+00    5.1200000000e+03    4.4415441000e-01    7.6076660156e-01
        42   -1.0496874920e+01    1.1055247535e+02   -2.2155045025e+01    1.1658170105e+01   -7.3306860617e+00    5.8393819403e-01   -2.6326297170e+00   -1.2775667440e+01   -2.3828614614e+00    5.1200000000e+03    4.6252182900e-01    7.5932617187e-01
        43   -1.0492440056e+01    1.1047462772e+02   -2.2044228134e+01    1.1551788078e+01   -7.2646882221e+00    6.1697093381e-01   -2.6208434055e+00   -1.2775667440e+01   -2.3688939732e+00    5.1200000000e+03    4.5970679500e-01    7.6241048177e-01
        44   -1.0483167666e+01    1.1025305183e+02   -2.2022257659e+01    1.1539089992e+01   -7.2512996968e+00    6.1854277332e-01   -2.6138332948e+00   -1.2775667440e+01   -2.3598853881e+00    5.1200000000e+03    4.5470759100e-01    7.6197102865e-01
        45   -1.0474050592e+01    1.1014803223e+02   -2.2013715715e+01    1.1539665122e+01   -7.2563279897e+00    6.2652929349e-01   -2.6082495781e+00   -1.2775667440e+01   -2.3567983953e+00    5.1200000000e+03    4.5783966200e-01    7.6197102865e-01
        46   -1.0484634357e+01    1.1029387650e+02   -2.1983213243e+01    1.1498578886e+01   -7.1527928932e+00    5.9962076591e-01   -2.6543736756e+00   -1.2775667440e+01   -2.4058454474e+00    5.1200000000e+03    4.5784712700e-01    7.6289062500e-01
        47   -1.0488263550e+01    1.1044790033e+02   -2.2043266214e+01    1.1555002664e+01   -7.2935680953e+00    6.3389915335e-01   -2.6079298319e+00   -1.2775667440e+01   -2.3515270298e+00    5.1200000000e+03    4.6040010600e-01    7.6217447917e-01
        48   -1.0469007726e+01    1.0997966578e+02   -2.1942862723e+01    1.1473854997e+01   -7.1547727592e+00    5.9105473188e-01   -2.6034772554e+00   -1.2775667440e+01   -2.3486181428e+00    5.1200000000e+03    4.5936254700e-01    7.6219889323e-01
        49   -1.0496698314e+01    1.1062161398e+02   -2.2085925679e+01    1.1589227364e+01   -7.3350841406e+00    6.5005245786e-01   -2.6252265555e+00   -1.2775667440e+01   -2.3714034569e+00    5.1200000000e+03    4.5196734600e-01    7.5976562500e-01
        50   -1.0490475947e+01    1.1042468450e+02   -2.2037260058e+01    1.1546784112e+01   -7.2475101250e+00    6.0504871243e-01   -2.6191312056e+00   -1.2775667440e+01   -2.3663823036e+00    5.1200000000e+03    4.5988560200e-01    7.6124674479e-01
        51   -1.0494235635e+01    1.1055081099e+02   -2.1952532116e+01    1.1458296481e+01   -7.2590168558e+00    6.6113124349e-01   -2.5789790639e+00   -1.2775667440e+01   -2.3295325652e+00    5.1200000000e+03    4.5534571300e-01    7.6021321615e-01
        52   -1.0497085428e+01    1.1060663920e+02   -2.2086527462e+01    1.1589442034e+01   -7.3431946247e+00    6.4151052500e-01   -2.6091759224e+00   -1.2775667440e+01   -2.3599819326e+00    5.1200000000e+03    4.6220287900e-01    7.6162923177e-01
        53   -1.0500705685e+01    1.1063850811e+02   -2.1966548943e+01    1.1465843258e+01   -7.2099913433e+00    6.2562042480e-01   -2.6065105841e+00   -1.2775667440e+01   -2.3544278096e+00    5.1200000000e+03    4.5958194300e-01    7.6237792969e-01
        54   -1.0494579735e+01    1.1056140139e+02   -2.2038807395e+01    1.1544227660e+01   -7.2669285098e+00    6.3442955293e-01   -2.6306409977e+00   -1.2775667440e+01   -2.3815241464e+00    5.1200000000e+03    4.6022305600e-01    7.5965169271e-01
        55   -1.0494911395e+01    1.1051362833e+02   -2.2077425870e+01    1.1582514475e+01   -7.3259238273e+00    6.3746083682e-01   -2.6132954391e+00   -1.2775667440e+01   -2.3633980082e+00    5.1200000000e+03    4.6638571300e-01    7.6051432292e-01
        56   -1.0490990221e+01    1.1045383800e+02   -2.1984729699e+01    1.1493739478e+01   -7.2160555750e+00    6.2786934362e-01   -2.6208760273e+00   -1.2775667440e+01   -2.3665463042e+00    5.1200000000e+03    4.7096359100e-01    7.6211751302e-01
        57   -1.0492836585e+01    1.1046977719e+02   -2.1856956382e+01    1.1364119798e+01   -7.0612350444e+00    6.3308040616e-01   -2.6531343040e+00   -1.2775667440e+01   -2.4006670009e+00    5.1200000000e+03    4.7101606000e-01    7.6171875000e-01
        58   -1.0481391330e+01    1.1030525766e+02   -2.1893782361e+01    1.1412391031e+01   -7.0908966436e+00    6.0723633954e-01   -2.6344546166e+00   -1.2775667440e+01   -2.3790270937e+00    5.1200000000e+03    4.6213457700e-01    7.6203613281e-01
        59   -1.0483279698e+01    1.1027651687e+02   -2.1935126490e+01    1.1451846792e+01   -7.1916750782e+00    6.4284442394e-01   -2.6106283955e+00   -1.2775667440e+01   -2.3598485222e+00    5.1200000000e+03    4.6404482100e-01    7.6267089844e-01
        60   -1.0492984271e+01    1.1052350092e+02   -2.2045121785e+01    1.1552137514e+01   -7.2640324174e+00    6.0992605576e-01   -2.6153479829e+00   -1.2775667440e+01   -2.3649576118e+00    5.1200000000e+03    4.6372719900e-01    7.6090494792e-01
        61   -1.0478016506e+01    1.1019617448e+02   -2.2163333972e+01    1.1685317466e+01   -7.4044589543e+00    6.1332656417e-01   -2.5965341418e+00   -1.2775667440e+01   -2.3422289005e+00    5.1200000000e+03    4.6111896800e-01    7.6056315104e-01
        62   -1.0507036363e+01    1.1078623641e+02   -2.2038713657e+01    1.1531677294e+01   -7.2972038912e+00    6.7746328620e-01   -2.6433056118e+00   -1.2775667440e+01   -2.3927350873e+00    5.1200000000e+03    4.7269320100e-01    7.6109212240e-01
        63   -1.0475956666e+01    1.1014834237e+02   -2.2098557580e+01    1.1622600914e+01   -7.3691906200e+00    6.4136342300e-01   -2.5950629425e+00   -1.2775667440e+01   -2.3402078307e+00    5.1200000000e+03    4.6325713700e-01    7.6046549479e-01
        64   -1.0473152929e+01    1.1014787023e+02   -2.1910625963e+01    1.1437473034e+01   -7.1689845262e+00    6.2924660429e-01   -2.5952206007e+00   -1.2775667440e+01   -2.3411461332e+00    5.1200000000e+03    4.8661174400e-01    7.6239420573e-01
        65   -1.0484652620e+01    1.1034505279e+02   -2.2043671452e+01    1.1559018831e+01   -7.2941361568e+00    6.3995019215e-01   -2.6138180467e+00   -1.2775667440e+01   -2.3629215744e+00    5.1200000000e+03    4.7178259200e-01    7.6259765625e-01
        66   -1.0491774296e+01    1.1044042642e+02   -2.1898295209e+01    1.1406520913e+01   -7.0734954087e+00    5.9163630037e-01   -2.6407686608e+00   -1.2775667440e+01   -2.3855293380e+00    5.1200000000e+03    4.6702593600e-01    7.6298014323e-01
        67   -1.0489975686e+01    1.1046974713e+02   -2.2006944148e+01    1.1516968462e+01   -7.2638334734e+00    6.4598422681e-01   -2.6134274607e+00   -1.2775667440e+01   -2.3589469482e+00    5.1200000000e+03    4.7091434400e-01    7.6057128906e-01
        68   -1.0481161302e+01    1.1025347930e+02   -2.2067843152e+01    1.1586681850e+01   -7.3294784972e+00    6.4591501081e-01   -2.6086122258e+00   -1.2775667440e+01   -2.3525975659e+00    5.1200000000e+03    4.7179930500e-01    7.6018880208e-01
        69   -1.0476318056e+01    1.1013571425e+02   -2.1967375818e+01    1.1491057763e+01   -7.2582441417e+00    6.5328688683e-01   -2.5867511232e+00   -1.2775667440e+01   -2.3349606084e+00    5.1200000000e+03    4.7640420900e-01    7.6093750000e-01
        70   -1.0486165567e+01    1.1035719999e+02   -2.2057479943e+01    1.1571314376e+01   -7.2826850927e+00    6.3187042771e-01   -2.6309978377e+00   -1.2775667440e+01   -2.3779415437e+00    5.1200000000e+03    4.7405919600e-01    7.5910644531e-01
        71   -1.0493495639e+01    1.1050252754e+02   -2.2048107581e+01    1.1554611942e+01   -7.2320776420e+00    5.9695554803e-01   -2.6373180465e+00   -1.2775667440e+01   -2.3892146918e+00    5.1200000000e+03    4.7685949600e-01    7.6088867187e-01
        72   -1.0486744040e+01    1.1036907523e+02   -2.2031437304e+01    1.1544693265e+01   -7.2883983444e+00    6.3954437773e-01   -2.6069158976e+00   -1.2775667440e+01   -2.3536736870e+00    5.1200000000e+03    4.7085906000e-01    7.6375325521e-01
        73   -1.0483338857e+01    1.1030388914e+02   -2.2041251931e+01    1.1557913075e+01   -7.2207682536e+00    5.9917847798e-01   -2.6439947152e+00   -1.2775667440e+01   -2.3934891851e+00    5.1200000000e+03    4.7962173100e-01    7.6043294271e-01
        74   -1.0474889287e+01    1.1010737416e+02   -2.2163172561e+01    1.1688283273e+01   -7.4239432917e+00    6.1109815207e-01   -2.5746599807e+00   -1.2775667440e+01   -2.3224227266e+00    5.1200000000e+03    4.7834396100e-01    7.5835774740e-01
        75   -1.0474991831e+01    1.1011430688e+02   -2.2167925843e+01    1.1692934012e+01   -7.4560374259e+00    6.4329569292e-01   -2.5795166696e+00   -1.2775667440e+01   -2.3266873371e+00    5.1200000000e+03    4.6907612900e-01    7.6030273437e-01
        76   -1.0476293465e+01    1.1012193725e+02   -2.1963307633e+01    1.1487014168e+01   -7.2118531597e+00    6.3805949073e-01   -2.6138465239e+00   -1.2775667440e+01   -2.3601526602e+00    5.1200000000e+03    4.7630123500e-01    7.5940755208e-01
        77   -1.0503141197e+01    1.1075330799e+02   -2.2084457901e+01    1.1581316704e+01   -7.3165798848e+00    6.4253549073e-01   -2.6347460666e+00   -1.2775667440e+01   -2.3807811372e+00    5.1200000000e+03    4.7902202200e-01    7.5885416667e-01
        78   -1.0484474457e+01    1.1031097628e+02   -2.1853931252e+01    1.1369456796e+01   -7.1686281777e+00    6.6499133332e-01   -2.5746269675e+00   -1.2775667440e+01   -2.3174367067e+00    5.1200000000e+03    4.7860504300e-01    7.5889485677e-01
        79   -1.0490327877e+01    1.1045126104e+02   -2.1984233977e+01    1.1493906100e+01   -7.1618197755e+00    5.9207647658e-01   -2.6388232377e+00   -1.2775667440e+01   -2.3874052141e+00    5.1200000000e+03    4.7581572600e-01    7.6115722656e-01
        80   -1.0481939812e+01    1.1027014266e+02   -2.2011621943e+01    1.1529682131e+01   -7.2076760497e+00    6.0185764734e-01   -2.6301361009e+00   -1.2775667440e+01   -2.3774950532e+00    5.1200000000e+03    4.7860364700e-01    7.6060384115e-01
        81   -1.0482866679e+01    1.1028743274e+02   -2.2046609673e+01    1.1563742994e+01   -7.2768993039e+00    6.2443944913e-01   -2.6184823780e+00   -1.2775667440e+01   -2.3683092102e+00    5.1200000000e+03    4.6683637500e-01    7.6059570313e-01
        82   -1.0493443184e+01    1.1050096153e+02   -2.2030782326e+01    1.1537339142e+01   -7.3345062231e+00    6.7828217940e-01   -2.5988908425e+00   -1.2775667440e+01   -2.3456884434e+00    5.1200000000e+03    4.6802500200e-01    7.5846354167e-01
        83   -1.0477037342e+01    1.1016530019e+02   -2.2041330737e+01    1.1564293395e+01   -7.3442082413e+00    6.7611180919e-01   -2.5975668647e+00   -1.2775667440e+01   -2.3421192057e+00    5.1200000000e+03    4.7140482100e-01    7.5874837240e-01
        84   -1.0491452180e+01    1.1047103954e+02   -2.2118618780e+01    1.1627166600e+01   -7.3646349962e+00    6.2561468090e-01   -2.6039310244e+00   -1.2775667440e+01   -2.3510623013e+00    5.1200000000e+03    4.7282538600e-01    7.6163736979e-01
        85   -1.0479826298e+01    1.1020926396e+02   -2.2141084499e+01    1.1661258201e+01   -7.3246677493e+00    5.7932310261e-01   -2.6200724121e+00   -1.2775667440e+01   -2.3636122098e+00    5.1200000000e+03    4.8308840800e-01    7.6041666667e-01
        86   -1.0466002263e+01    1.0990460281e+02   -2.1990350752e+01    1.1524348489e+01   -7.1844636107e+00    6.0067660817e-01   -2.6308963089e+00   -1.2775667440e+01   -2.3790374347e+00    5.1200000000e+03    4.6906488300e-01    7.6047363281e-01
        87   -1.0488143204e+01    1.1036493708e+02   -2.1932450089e+01    1.1444306886e+01   -7.1711591423e+00    6.3643690727e-01   -2.6220604141e+00   -1.2775667440e+01   -2.3662172324e+00    5.1200000000e+03    4.8061969600e-01    7.6277669271e-01
        88   -1.0497986581e+01    1.1063275876e+02   -2.1930777624e+01    1.1432791043e+01   -7.1446419658e+00    5.7609155352e-01   -2.5865597714e+00   -1.2775667440e+01   -2.3337143460e+00    5.1200000000e+03    4.7463148200e-01    7.6189778646e-01
        89   -1.0492526275e+01    1.1047914184e+02   -2.2051426224e+01    1.1558899948e+01   -7.3137019374e+00    6.2357980728e-01   -2.5856366534e+00   -1.2775667440e+01   -2.3313740081e+00    5.1200000000e+03    4.7224454800e-01    7.6224772135e-01
        90   -1.0480595702e+01    1.1026155674e+02   -2.1995224219e+01    1.1514628517e+01   -7.2467703535e+00    6.3888031250e-01   -2.6116667375e+00   -1.2775667440e+01   -2.3568020672e+00    5.1200000000e+03    4.7468689500e-01    7.6245117188e-01
        91   -1.0493028818e+01    1.1051056179e+02   -2.2027064736e+01    1.1534035917e+01   -7.2662073652e+00    6.3730534074e-01   -2.6224952711e+00   -1.2775667440e+01   -2.3674586314e+00    5.1200000000e+03    4.6801175100e-01    7.6338704427e-01
        92   -1.0493577244e+01    1.1050754143e+02   -2.2170768706e+01    1.1677191461e+01   -7.4106970443e+00    6.1232901112e-01   -2.5967332321e+00   -1.2775667440e+01   -2.3427448458e+00    5.1200000000e+03    4.6582358500e-01    7.5710449219e-01
        93   -1.0481375203e+01    1.1047910065e+02   -2.2075213653e+01    1.1593838451e+01   -7.3042255350e+00    6.0294326552e-01   -2.5982639433e+00   -1.2775667440e+01   -2.3484777951e+00    5.1200000000e+03    4.7583183200e-01    7.6125488281e-01
        94   -1.0493023540e+01    1.1049595646e+02   -2.1981602627e+01    1.1488579087e+01   -7.1507687944e+00    6.0451705814e-01   -2.6596834502e+00   -1.2775667440e+01   -2.4105539635e+00    5.1200000000e+03    4.7689977500e-01    7.6245930990e-01
        95   -1.0495956092e+01    1.1056589061e+02   -2.2133268962e+01    1.1637312870e+01   -7.3750686277e+00    6.2372464888e-01   -2.6062575434e+00   -1.2775667440e+01   -2.3554626547e+00    5.1200000000e+03    4.7333779800e-01    7.5959472656e-01
        96   -1.0489652443e+01    1.1039071097e+02   -2.2132620581e+01    1.1642968138e+01   -7.3477587218e+00    6.0163496214e-01   -2.6108293808e+00   -1.2775667440e+01   -2.3622324632e+00    5.1200000000e+03    4.7266282400e-01    7.5995279948e-01
        97   -1.0489224492e+01    1.1042611970e+02   -2.2102841848e+01    1.1613617357e+01   -7.3093509794e+00    5.9607807196e-01   -2.6139015006e+00   -1.2775667440e+01   -2.3609958882e+00    5.1200000000e+03    4.7322253800e-01    7.6026204427e-01
        98   -1.0484095614e+01    1.1030814879e+02   -2.2034321917e+01    1.1550226303e+01   -7.2820648846e+00    6.1330182504e-01   -2.5898914169e+00   -1.2775667440e+01   -2.3327979385e+00    5.1200000000e+03    4.7958027300e-01    7.6034342448e-01
        99   -1.0488034858e+01    1.1037975926e+02   -2.2018718402e+01    1.1530683544e+01   -7.2558263604e+00    6.2958206148e-01   -2.6168066630e+00   -1.2775667440e+01   -2.3616590353e+00    5.1200000000e+03    4.7772333700e-01    7.5908203125e-01
